Date,EPS
2020-12-31,$1.34
2020-09-30,$0.50
2020-06-30,$-2.96
2020-03-31,$-2.20
2019-12-31,$0.74
2019-09-30,$0.24
2019-06-30,$0.82
2019-03-31,$1.27
2018-12-31,$-0.50
2018-09-30,$0.88
2018-06-30,$0.72
2018-03-31,$0.89
2017-12-31,$1.43
2017-09-30,$0.46
2017-06-30,$0.69
2017-03-31,$0.87
2016-12-31,$0.85
2016-09-30,$0.97
2016-06-30,$-0.19
2016-03-31,$0.30
2015-12-31,$-0.53
2015-09-30,$0.50
2015-06-30,$0.46
2015-03-31,$0.29
2014-12-31,$0.55
2014-09-30,$0.55
2014-06-30,$0.30
2014-03-31,$0.15
2013-12-31,$-0.51
2013-09-30,$0.73
2013-06-30,$0.69
2013-03-31,$0.62
2012-12-31,$-0.08
2012-09-30,$0.45
2012-06-30,$0.14
2012-03-31,$0.92
2011-12-31,$0.69
2011-09-30,$0.40
2011-06-30,$0.61
2011-03-31,$0.92
2010-12-31,$1.12
2010-09-30,$0.09
2010-06-30,$0.87
2010-03-31,$0.99
2009-12-31,$0.93
2009-09-30,$1.08
2009-06-30,$0.78
2009-03-31,$-1.49
2008-12-31,$-1.23
2008-09-30,$-0.31
2008-06-30,$9.54
2008-03-31,$1.05
2007-12-31,$0.72
2007-09-30,$0.77
2007-06-30,$0.95
2007-03-31,$1.20
2006-12-31,$1.11
2006-09-30,$0.94
2006-06-30,$0.85
2006-03-31,$0.85
2005-12-31,$0.08
2005-09-30,$0.42
2005-06-30,$0.68
2005-03-31,$0.54
