Date,EBIT
2020-12-31,$659
2020-09-30,$320
2020-06-30,$-951
2020-03-31,$-977
2019-12-31,$418
2019-09-30,$204
2019-06-30,$439
2019-03-31,$649
2018-12-31,$-88
2018-09-30,$500
2018-06-30,$450
2018-03-31,$546
2017-12-31,$603
2017-09-30,$487
2017-06-30,$486
2017-03-31,$652
2016-12-31,$594
2016-09-30,$686
2016-06-30,$-146
2016-03-31,$338
2015-12-31,$-377
2015-09-30,$476
2015-06-30,$429
2015-03-31,$236
2014-12-31,$540
2014-09-30,$460
2014-06-30,$672
2014-03-31,$636
2013-12-31,$741
2013-09-30,$681
2013-06-30,$674
2013-03-31,$606
2012-12-31,$753
2012-09-30,$518
2012-06-30,$325
2012-03-31,$852
2011-12-31,$598
2011-09-30,$565
2011-06-30,$677
2011-03-31,$908
2010-12-31,"$1,078"
2010-09-30,$385
2010-06-30,$930
2010-03-31,"$1,026"
2009-12-31,"$1,011"
2009-09-30,"$1,075"
2009-06-30,$866
2009-03-31,$262
2008-12-31,$-564
2008-09-30,$41
2008-06-30,"$1,195"
2008-03-31,$951
2007-12-31,$947
2007-09-30,$719
2007-06-30,$918
2007-03-31,"$1,460"
2006-12-31,"$1,338"
2006-09-30,"$1,194"
2006-06-30,"$1,081"
2006-03-31,"$1,059"
2005-12-31,$260
2005-09-30,$525
2005-06-30,$725
2005-03-31,$682
