Date,Shares
2020-12-31,280
2020-09-30,279
2020-06-30,281
2020-03-31,287
2019-12-31,303
2019-09-30,302
2019-06-30,305
2019-03-31,310
2018-12-31,320
2018-09-30,317
2018-06-30,320
2018-03-31,329
2017-12-31,338
2017-09-30,338
2017-06-30,338
2017-03-31,338
2016-12-31,338
2016-09-30,338
2016-06-30,339
2016-03-31,339
2015-12-31,363
2015-09-30,361
2015-06-30,370
2015-03-31,373
2014-12-31,383
2014-09-30,381
2014-06-30,386
2014-03-31,388
2013-12-31,390
2013-09-30,388
2013-06-30,390
2013-03-31,392
2012-12-31,396
2012-09-30,395
2012-06-30,397
2012-03-31,397
2011-12-31,405
2011-09-30,402
2011-06-30,409
2011-03-31,414
2010-12-31,420
2010-09-30,418
2010-06-30,419
2010-03-31,424
2009-12-31,433
2009-09-30,433
2009-06-30,436
2009-03-31,435
2008-12-31,586
2008-09-30,436
2008-06-30,618
2008-03-31,640
2007-12-31,640
2007-09-30,642
2007-06-30,646
2007-03-31,651
2006-12-31,657
2006-09-30,652
2006-06-30,642
2006-03-31,637
2005-12-31,627
2005-09-30,626
2005-06-30,626
2005-03-31,762
