Date,Shares
2020-12-31,406
2020-09-30,405
2020-06-30,405
2020-03-31,405
2019-12-31,340
2019-09-30,333
2019-06-30,333
2019-03-31,333
2018-12-31,333
2018-09-30,333
2018-06-30,333
2018-03-31,332
2017-12-31,265
2017-09-30,265
2017-06-30,265
2017-03-31,265
2016-12-31,255
2016-09-30,255
2016-06-30,255
2016-03-31,254
2015-12-31,234
2015-09-30,233
2015-06-30,233
2015-03-31,232
2014-12-31,206
2014-09-30,201
2014-06-30,200
2014-03-31,200
2013-12-31,199
2013-09-30,199
2013-06-30,199
2013-03-31,199
2012-12-31,197
2012-09-30,197
2012-06-30,197
2012-03-31,197
2011-12-31,178
2011-09-30,179
2011-06-30,178
2011-03-31,187
2010-12-31,178
2010-09-30,178
2010-06-30,177
2010-03-31,177
2009-12-31,167
2009-09-30,168
2009-06-30,164
2009-03-31,164
2008-12-31,159
2008-09-30,164
2008-06-30,153
2008-03-31,153
2007-12-31,154
2007-09-30,154
2007-06-30,154
2007-03-31,155
2006-12-31,157
2006-09-30,157
2006-06-30,157
2006-03-31,157
2005-12-31,154
2005-09-30,157
2005-06-30,154
2005-03-31,147
