Date,Shares
2020-12-31,357
2020-09-30,357
2020-06-30,356
2020-03-31,358
2019-12-31,374
2019-09-30,371
2019-06-30,378
2019-03-31,382
2018-12-31,376
2018-09-30,379
2018-06-30,370
2018-03-31,373
2017-12-31,380
2017-09-30,379
2017-06-30,381
2017-03-31,386
2016-12-31,396
2016-09-30,393
2016-06-30,399
2016-03-31,404
2015-12-31,414
2015-09-30,412
2015-06-30,417
2015-03-31,419
2014-12-31,432
2014-09-30,430
2014-06-30,435
2014-03-31,439
2013-12-31,455
2013-09-30,452
2013-06-30,461
2013-03-31,463
2012-12-31,481
2012-09-30,480
2012-06-30,489
2012-03-31,490
2011-12-31,496
2011-09-30,495
2011-06-30,501
2011-03-31,501
2010-12-31,498
2010-09-30,498
2010-06-30,499
2010-03-31,498
2009-12-31,474
2009-09-30,498
2009-06-30,466
2009-03-31,435
2008-12-31,416
2008-09-30,435
2008-06-30,407
2008-03-31,394
2007-12-31,365
2007-09-30,392
2007-06-30,341
2007-03-31,339
2006-12-31,336
2006-09-30,336
2006-06-30,336
2006-03-31,337
2005-12-31,335
2005-09-30,334
2005-06-30,334
2005-03-31,335
