Date,EBIT
2020-12-31,$908
2020-09-30,$158
2020-06-30,$241
2020-03-31,$-371
2019-12-31,$277
2019-09-30,$194
2019-06-30,$276
2019-03-31,$429
2018-12-31,$-23
2018-09-30,$259
2018-06-30,$276
2018-03-31,$189
2017-12-31,$287
2017-09-30,$50
2017-06-30,$228
2017-03-31,$244
2016-12-31,$338
2016-09-30,$197
2016-06-30,$155
2016-03-31,$174
2015-12-31,$227
2015-09-30,$117
2015-06-30,$246
2015-03-31,$50
2014-12-31,$211
2014-09-30,$163
2014-06-30,$147
2014-03-31,$179
2013-12-31,$263
2013-09-30,$160
2013-06-30,$144
2013-03-31,$193
2012-12-31,$-12
2012-09-30,$304
2012-06-30,$155
2012-03-31,$165
2011-12-31,$251
2011-09-30,$177
2011-06-30,$81
2011-03-31,$123
2010-12-31,$202
2010-09-30,$229
2010-06-30,$176
2010-03-31,$165
2009-12-31,$254
2009-09-30,$222
2009-06-30,$219
2009-03-31,$184
2008-12-31,$80
2008-09-30,$44
2008-06-30,$117
2008-03-31,$145
2007-12-31,$167
2007-09-30,$201
2007-06-30,$130
2007-03-31,$212
2006-12-31,$239
2006-09-30,$176
2006-06-30,$164
2006-03-31,$188
2005-12-31,$123
2005-09-30,$-8
2005-06-30,$168
2005-03-31,$124
