Date,EBITDA
2020-12-31,$959
2020-09-30,$327
2020-06-30,$207
2020-03-31,$-258
2019-12-31,$341
2019-09-30,$317
2019-06-30,$314
2019-03-31,$463
2018-12-31,$24
2018-09-30,$316
2018-06-30,$311
2018-03-31,$260
2017-12-31,$289
2017-09-30,$86
2017-06-30,$259
2017-03-31,$282
2016-12-31,$381
2016-09-30,$235
2016-06-30,$180
2016-03-31,$202
2015-12-31,$243
2015-09-30,$151
2015-06-30,$299
2015-03-31,$81
2014-12-31,$260
2014-09-30,$201
2014-06-30,$177
2014-03-31,$206
2013-12-31,$295
2013-09-30,$192
2013-06-30,$187
2013-03-31,$228
2012-12-31,$127
2012-09-30,$339
2012-06-30,$192
2012-03-31,$211
2011-12-31,$300
2011-09-30,$217
2011-06-30,$123
2011-03-31,$172
2010-12-31,$263
2010-09-30,$273
2010-06-30,$226
2010-03-31,$212
2009-12-31,$297
2009-09-30,$262
2009-06-30,$271
2009-03-31,$247
2008-12-31,$115
2008-09-30,$105
2008-06-30,$193
2008-03-31,$194
2007-12-31,$222
2007-09-30,$246
2007-06-30,$176
2007-03-31,$261
2006-12-31,$286
2006-09-30,$219
2006-06-30,$206
2006-03-31,$223
2005-12-31,$187
2005-09-30,$40
2005-06-30,$219
2005-03-31,$173
