Date,Shares
2020-12-31,52
2020-09-30,52
2020-06-30,52
2020-03-31,52
2019-12-31,52
2019-09-30,52
2019-06-30,52
2019-03-31,53
2018-12-31,54
2018-09-30,54
2018-06-30,54
2018-03-31,54
2017-12-31,53
2017-09-30,53
2017-06-30,53
2017-03-31,53
2016-12-31,52
2016-09-30,52
2016-06-30,52
2016-03-31,52
2015-12-31,52
2015-09-30,52
2015-06-30,52
2015-03-31,52
2014-12-31,50
2014-09-30,52
2014-06-30,49
2014-03-31,47
2013-12-31,46
2013-09-30,46
2013-06-30,46
2013-03-31,45
2012-12-31,45
2012-09-30,45
2012-06-30,45
2012-03-31,44
2011-12-31,44
2011-09-30,44
2011-06-30,44
2011-03-31,43
2010-12-31,42
2010-09-30,43
2010-06-30,42
2010-03-31,42
2009-12-31,34
2009-09-30,34
2009-06-30,33
2009-03-31,33
2008-12-31,34
2008-09-30,34
2008-06-30,34
2008-03-31,35
2007-12-31,37
2007-09-30,37
2007-06-30,37
2007-03-31,37
2006-12-31,38
2006-09-30,37
2006-06-30,38
2006-03-31,38
2005-12-31,38
2005-09-30,38
2005-06-30,38
2005-03-31,39
