Date,Shares
2020-12-31,117
2020-09-30,116
2020-06-30,116
2020-03-31,117
2019-12-31,120
2019-09-30,119
2019-06-30,121
2019-03-31,122
2018-12-31,123
2018-09-30,123
2018-06-30,123
2018-03-31,123
2017-12-31,123
2017-09-30,123
2017-06-30,123
2017-03-31,122
2016-12-31,122
2016-09-30,122
2016-06-30,122
2016-03-31,122
2015-12-31,125
2015-09-30,124
2015-06-30,127
2015-03-31,128
2014-12-31,131
2014-09-30,128
2014-06-30,132
2014-03-31,134
2013-12-31,134
2013-09-30,134
2013-06-30,133
2013-03-31,134
2012-12-31,136
2012-09-30,135
2012-06-30,136
2012-03-31,137
2011-12-31,140
2011-09-30,139
2011-06-30,142
2011-03-31,141
2010-12-31,142
2010-09-30,142
2010-06-30,143
2010-03-31,143
2009-12-31,139
2009-09-30,141
2009-06-30,138
2009-03-31,136
2008-12-31,137
2008-09-30,137
2008-06-30,136
2008-03-31,136
2007-12-31,138
2007-09-30,137
2007-06-30,139
2007-03-31,140
2006-12-31,137
2006-09-30,140
2006-06-30,140
2006-03-31,141
2005-12-31,144
2005-09-30,146
2005-06-30,148
2005-03-31,150
