Date,EBIT
2020-12-31,$726
2020-09-30,$677
2020-06-30,$649
2020-03-31,$408
2019-12-31,$832
2019-09-30,$810
2019-06-30,$519
2019-03-31,$839
2018-12-31,$237
2018-09-30,$599
2018-06-30,$622
2018-03-31,$599
2017-12-31,$500
2017-09-30,$260
2017-06-30,$-202
2017-03-31,$481
2016-12-31,$88
2016-09-30,$614
2016-06-30,$255
2016-03-31,$467
2015-12-31,$107
2015-09-30,$447
2015-06-30,$572
2015-03-31,$719
2014-12-31,$515
2014-09-30,$589
2014-06-30,$244
2014-03-31,$704
2013-12-31,"$1,321"
2013-09-30,$540
2013-06-30,$337
2013-03-31,"$1,457"
2012-12-31,$340
2012-09-30,$594
2012-06-30,$751
2012-03-31,$126
2011-12-31,$104
2011-09-30,$111
2011-06-30,$-22
2011-03-31,$515
2010-12-31,$804
2010-09-30,"$1,045"
2010-06-30,$276
2010-03-31,$655
2009-12-31,$854
2009-09-30,$-339
2009-06-30,$137
2009-03-31,"$-1,897"
2008-12-31,"$-1,036"
2008-09-30,"$-4,099"
2008-06-30,$729
2008-03-31,$158
2007-12-31,$848
2007-09-30,"$1,242"
2007-06-30,$903
2007-03-31,"$1,275"
2006-12-31,"$1,072"
2006-09-30,"$1,081"
2006-06-30,$676
2006-03-31,"$1,050"
2005-12-31,$611
2005-09-30,$758
2005-06-30,$891
2005-03-31,$977
