Date,EBITDA
2020-12-31,$898
2020-09-30,$828
2020-06-30,$804
2020-03-31,$532
2019-12-31,$975
2019-09-30,$936
2019-06-30,$598
2019-03-31,$929
2018-12-31,$348
2018-09-30,$713
2018-06-30,$759
2018-03-31,$742
2017-12-31,$584
2017-09-30,$382
2017-06-30,$-82
2017-03-31,$588
2016-12-31,$230
2016-09-30,$785
2016-06-30,$358
2016-03-31,$582
2015-12-31,$190
2015-09-30,$601
2015-06-30,$686
2015-03-31,$853
2014-12-31,$688
2014-09-30,$918
2014-06-30,$277
2014-03-31,$810
2013-12-31,$420
2013-09-30,"$1,885"
2013-06-30,$397
2013-03-31,"$2,513"
2012-12-31,"$2,239"
2012-09-30,$877
2012-06-30,"$1,044"
2012-03-31,$106
2011-12-31,$242
2011-09-30,$-7
2011-06-30,$826
2011-03-31,"$1,093"
2010-12-31,$903
2010-09-30,$956
2010-06-30,$200
2010-03-31,"$1,450"
2009-12-31,"$-1,242"
2009-09-30,$449
2009-06-30,$933
2009-03-31,$531
2008-12-31,"$-2,798"
2008-09-30,"$-2,385"
2008-06-30,"$1,821"
2008-03-31,$816
2007-12-31,"$-2,232"
2007-09-30,"$1,920"
2007-06-30,"$1,910"
2007-03-31,"$2,259"
2006-12-31,"$-1,728"
2006-09-30,"$1,989"
2006-06-30,"$1,779"
2006-03-31,"$1,911"
2005-12-31,"$-2,535"
2005-09-30,"$1,735"
2005-06-30,"$1,847"
2005-03-31,"$1,789"
