Date,EBIT
2020-12-31,$159
2020-09-30,$164
2020-06-30,$168
2020-03-31,$182
2019-12-31,$181
2019-09-30,$168
2019-06-30,$156
2019-03-31,$132
2018-12-31,$109
2018-09-30,$93
2018-06-30,$70
2018-03-31,$51
2017-12-31,$42
2017-09-30,$36
2017-06-30,$25
2017-03-31,$16
2016-12-31,$11
2016-09-30,$6
2016-06-30,$-3
2016-03-31,$-2
