Date,EBITDA
2020-12-31,$60
2020-09-30,$59
2020-06-30,$58
2020-03-31,$62
2019-12-31,$64
2019-09-30,$39
2019-06-30,$28
2019-03-31,$29
2018-12-31,$28
2018-09-30,$28
2018-06-30,$26
2018-03-31,$25
2017-12-31,$24
2017-09-30,$24
2017-06-30,$24
2017-03-31,$23
2016-12-31,$24
2016-09-30,$23
2016-06-30,$22
2016-03-31,$23
2015-12-31,$21
2015-09-30,$20
2015-06-30,$20
2015-03-31,$19
2014-12-31,$20
2014-09-30,$18
2014-06-30,$20
2014-03-31,$17
2013-12-31,$16
2013-06-30,$14
2013-03-31,$12
2012-12-31,$10
2012-09-30,$-1
2012-06-30,$9
2012-03-31,$9
2011-12-31,$8
2011-09-30,$1
2011-06-30,$7
2011-03-31,$6
2010-12-31,$5
2010-09-30,$7
2010-06-30,$4
2010-03-31,$4
2009-12-31,$7
2009-09-30,
2009-06-30,$7
2009-03-31,$8
2008-09-30,
