Date,EBIT
2020-12-31,$54
2020-09-30,$53
2020-06-30,$53
2020-03-31,$53
2019-12-31,$55
2019-09-30,$39
2019-06-30,$30
2019-03-31,$31
2018-12-31,$30
2018-09-30,$29
2018-06-30,$27
2018-03-31,$26
2017-12-31,$26
2017-09-30,$26
2017-06-30,$26
2017-03-31,$24
2016-12-31,$25
2016-09-30,$24
2016-06-30,$23
2016-03-31,$24
2015-12-31,$22
2015-09-30,$22
2015-06-30,$21
2015-03-31,$20
2014-12-31,$20
2014-09-30,$21
2014-06-30,$21
2014-03-31,$18
2013-12-31,$17
2013-09-30,$16
2013-06-30,$15
2013-03-31,$14
2012-12-31,$13
2012-09-30,$11
2012-06-30,$10
2012-03-31,$10
2011-12-31,$9
2011-09-30,$8
2011-06-30,$8
2011-03-31,$7
2010-12-31,$7
2010-09-30,$6
2010-06-30,$5
2010-03-31,$6
2009-12-31,$10
2009-09-30,
2009-06-30,$8
2009-03-31,$8
2008-09-30,
