Date,EBIT
2020-12-31,$592
2020-09-30,$275
2020-06-30,$499
2020-03-31,$328
2019-12-31,$371
2019-09-30,$346
2019-06-30,$450
2019-03-31,$526
2018-12-31,$243
2018-09-30,$569
2018-06-30,$515
2018-03-31,$457
2017-12-31,$315
2017-09-30,"$1,158"
2017-06-30,$366
2017-03-31,$414
2016-12-31,$381
2016-09-30,$371
2016-06-30,$400
2016-03-31,$440
2015-12-31,$309
2015-09-30,$369
2015-06-30,$295
2015-03-31,$458
2014-12-31,$317
2014-09-30,$394
2014-06-30,$408
2014-03-31,$376
2013-12-31,$310
2013-09-30,$320
2013-06-30,$266
2013-03-31,$228
2012-12-31,$261
2012-09-30,$192
2012-06-30,$230
2012-03-31,$278
2011-12-31,$150
2011-09-30,$151
2011-06-30,$310
2011-03-31,$262
2010-12-31,$208
2010-09-30,$164
2010-06-30,$158
2010-03-31,$256
2009-12-31,$169
2009-09-30,$248
2009-06-30,$198
2009-03-31,$130
2008-12-31,$-65
2008-09-30,$107
2008-06-30,$213
2008-03-31,$207
2007-12-31,$-6
2007-09-30,$332
2007-06-30,$413
2007-03-31,$334
2006-12-31,$331
2006-09-30,$331
2006-06-30,$297
2006-03-31,$373
2005-12-31,$273
2005-09-30,$286
2005-06-30,$283
2005-03-31,$280
