Date,EBITDA
2020-12-31,$592
2020-09-30,$275
2020-06-30,$499
2020-03-31,$328
2019-12-31,$371
2019-09-30,$346
2019-06-30,$450
2019-03-31,$526
2018-12-31,$413
2018-09-30,$642
2018-06-30,$631
2018-03-31,$581
2017-12-31,$427
2017-09-30,"$1,274"
2017-06-30,$468
2017-03-31,$514
2016-12-31,$449
2016-09-30,$510
2016-06-30,$519
2016-03-31,$585
2015-12-31,$400
2015-09-30,$557
2015-06-30,$376
2015-03-31,$561
2014-12-31,$448
2014-09-30,$575
2014-06-30,$517
2014-03-31,$492
2013-12-31,$400
2013-09-30,$394
2013-06-30,$352
2013-03-31,$319
2012-12-31,$361
2012-09-30,$309
2012-06-30,$336
2012-03-31,$182
2011-12-31,$231
2011-09-30,$302
2011-06-30,$400
2011-03-31,$331
2010-12-31,$299
2010-09-30,$297
2010-06-30,$264
2010-03-31,$359
2009-12-31,$225
2009-09-30,$318
2009-06-30,$185
2009-03-31,$249
2008-12-31,$136
2008-09-30,$228
2008-06-30,$306
2008-03-31,$310
2007-12-31,$103
2007-09-30,$494
2007-06-30,$516
2007-03-31,$447
2006-12-31,$407
2006-09-30,$411
2006-06-30,$387
2006-03-31,$467
2005-12-31,$365
2005-09-30,$365
2005-06-30,$370
2005-03-31,$367
