Date,EBIT
2020-12-31,$-6
2020-09-30,$38
2020-06-30,$24
2020-03-31,$39
2019-12-31,$29
2019-09-30,$40
2019-06-30,$41
2019-03-31,$36
2018-12-31,$44
2018-09-30,$59
2018-06-30,$58
2018-03-31,$60
2017-12-31,$62
2017-09-30,$54
2017-06-30,$51
2017-03-31,$53
2016-12-31,$60
2016-09-30,$74
2016-06-30,$54
2016-03-31,$71
2015-12-31,$79
2015-09-30,$109
2015-06-30,$111
2015-03-31,$104
2014-12-31,$119
2014-09-30,$125
2014-06-30,$124
2014-03-31,$117
2013-12-31,$113
2013-09-30,$103
2013-06-30,$85
2013-03-31,$83
2012-12-31,$83
2012-09-30,$80
2012-06-30,$68
2012-03-31,$72
2011-12-31,$58
2011-09-30,$74
2011-06-30,$79
2011-03-31,$75
2010-12-31,$64
2010-09-30,$60
2010-06-30,$62
2010-03-31,$59
2009-12-31,$52
2009-09-30,$49
2009-06-30,$38
2009-03-31,$31
2008-12-31,$7
2008-09-30,$56
2008-06-30,$57
2008-03-31,$46
2007-12-31,$52
2007-09-30,$49
2007-06-30,$48
2007-03-31,$46
2006-12-31,$44
2006-09-30,$38
2006-06-30,$-33
2006-03-31,$40
2005-12-31,$33
2005-09-30,$38
2005-06-30,$-5
2005-03-31,$38
