Date,EBITDA
2020-12-31,$909
2020-09-30,"$1,512"
2020-06-30,"$-2,278"
2020-03-31,$-9
2019-12-31,"$1,452"
2019-09-30,"$2,166"
2019-06-30,$767
2019-03-31,"$1,160"
2018-12-31,"$1,169"
2018-09-30,"$1,835"
2018-06-30,$320
2018-03-31,"$1,671"
2017-12-31,"$1,067"
2017-09-30,"$3,185"
2017-06-30,$765
2017-03-31,"$1,692"
2016-12-31,$233
2016-09-30,"$2,293"
2016-06-30,"$1,598"
2016-03-31,"$1,899"
2015-12-31,$830
2015-09-30,"$2,223"
2015-06-30,"$1,911"
2015-03-31,"$2,918"
2014-12-31,"$-1,573"
2014-09-30,$559
2014-06-30,"$1,645"
2014-03-31,"$1,759"
2013-12-31,$-809
2013-09-30,"$1,703"
2013-06-30,$-717
2013-03-31,"$-1,450"
2012-12-31,$-496
2012-09-30,$-903
2012-06-30,"$3,067"
2012-03-31,$-658
2011-12-31,$934
2011-09-30,"$2,441"
2011-06-30,"$1,270"
2011-03-31,$609
2010-12-31,$-173
2010-09-30,"$1,733"
2010-06-30,"$1,498"
2010-03-31,$978
2009-12-31,$700
2009-09-30,$814
2009-06-30,$40
2009-03-31,$145
2008-12-31,"$-1,377"
2008-09-30,$-31
2008-06-30,$730
2008-03-31,$169
2007-12-31,"$1,173"
2007-09-30,"$1,182"
2007-06-30,"$1,178"
2007-03-31,"$1,489"
2006-12-31,"$1,449"
2006-09-30,"$1,609"
2006-06-30,$635
2006-03-31,"$1,051"
2005-12-31,$576
2005-09-30,"$1,308"
2005-06-30,"$1,454"
2005-03-31,"$1,437"
