Date,EBIT
2020-12-31,$167
2020-09-30,$93
2020-06-30,$51
2020-03-31,$24
2019-12-31,$109
2019-09-30,$79
2019-06-30,$98
2019-03-31,$85
2018-12-31,$58
2018-09-30,$73
2018-06-30,$79
2018-03-31,$26
2017-12-31,$74
2017-09-30,$73
2017-06-30,$65
2017-03-31,$74
2016-12-31,$56
2016-09-30,$61
2016-06-30,$68
2016-03-31,$57
2015-12-31,$69
2015-09-30,$71
2015-06-30,$52
2015-03-31,$62
2014-12-31,$64
2014-09-30,$81
2014-06-30,$45
2014-03-31,$31
2013-12-31,$44
2013-09-30,$50
2013-06-30,$42
2013-03-31,$35
2012-12-31,$-0
2012-09-30,$25
2012-06-30,$4
2012-03-31,$28
2011-12-31,$27
2011-09-30,$-33
2011-06-30,$4
2011-03-31,$31
2010-12-31,$36
2010-09-30,$27
2010-06-30,$28
2010-03-31,$12
2009-12-31,$31
2009-09-30,$27
2009-06-30,$17
2009-03-31,$-16
2008-12-31,$-19
2008-09-30,$7
2008-06-30,$41
2008-03-31,$32
2007-12-31,$-23
2007-09-30,$77
2007-06-30,$78
2007-03-31,$80
2006-12-31,$87
2006-09-30,$79
2006-06-30,$86
2006-03-31,$84
2005-12-31,$84
2005-09-30,$79
2005-06-30,$67
2005-03-31,$74
