Date,EBIT
2020-12-31,$506
2020-09-30,$282
2020-06-30,$213
2020-03-31,$-58
2019-12-31,$366
2019-09-30,$159
2019-06-30,$376
2019-03-31,$453
2018-12-31,$-80
2018-09-30,$436
2018-06-30,$365
2018-03-31,$381
2017-12-31,$447
2017-09-30,$228
2017-06-30,$410
2017-03-31,$386
2016-12-31,$357
2016-09-30,$514
2016-06-30,$326
2016-03-31,$99
2015-12-31,$-123
2015-09-30,$272
2015-06-30,$203
2015-03-31,$352
2014-12-31,$297
2014-09-30,$341
2014-06-30,$410
2014-03-31,$342
2013-12-31,$327
2013-09-30,$413
2013-06-30,$311
2013-03-31,$391
2012-12-31,$-7
2012-09-30,$357
2012-06-30,$273
2012-03-31,$406
2011-12-31,$283
2011-09-30,$167
2011-06-30,$219
2011-03-31,$377
2010-12-31,$520
2010-09-30,$-127
2010-06-30,$483
2010-03-31,$393
2009-12-31,$390
2009-09-30,$420
2009-06-30,$162
2009-03-31,$-304
2008-12-31,$-503
2008-09-30,$-509
2008-06-30,$286
2008-03-31,$298
2007-12-31,$247
2007-09-30,$281
2007-06-30,$364
2007-03-31,$470
2006-12-31,$536
2006-09-30,$484
2006-06-30,$366
2006-03-31,$382
2005-12-31,$-348
2005-09-30,$-8
2005-06-30,$364
2005-03-31,$278
