Date,EPS
2020-12-31,$3.24
2020-09-30,$1.52
2020-06-30,$1.26
2020-03-31,$-0.07
2019-12-31,$1.35
2019-09-30,$1.27
2019-06-30,$1.16
2019-03-31,$1.18
2018-12-31,$0.52
2018-09-30,$1.16
2018-06-30,$1.11
2018-03-31,$1.14
2017-12-31,$2.24
2017-09-30,$0.97
2017-06-30,$0.86
2017-03-31,$0.89
2016-12-31,$0.87
2016-09-30,$0.85
2016-06-30,$0.76
2016-03-31,$0.74
2015-12-31,$0.59
2015-09-30,$0.46
2015-06-30,$0.65
2015-03-31,$0.74
2014-12-31,$0.59
2014-09-30,$0.78
2014-06-30,$0.76
2014-03-31,$0.52
2013-12-31,$0.76
2013-09-30,$0.83
2013-06-30,$0.74
2013-03-31,$0.87
2012-12-31,$0.53
2012-09-30,$0.64
2012-06-30,$0.72
2012-03-31,$1.15
2011-12-31,$0.59
2011-09-30,$0.64
2011-06-30,$0.65
2011-03-31,$0.76
2010-12-31,$0.47
2010-09-30,$0.57
2010-06-30,$0.57
2010-03-31,$0.65
2009-12-31,$0.59
2009-09-30,$0.59
2009-06-30,$0.47
2009-03-31,$0.55
2008-12-31,$0.49
2008-09-30,$0.53
2008-06-30,$0.58
2008-03-31,$0.78
2007-12-31,$0.37
2007-09-30,$0.51
2007-06-30,$0.48
2007-03-31,$0.41
2006-12-31,$0.37
2006-09-30,$0.37
2006-06-30,$0.35
2006-03-31,$0.31
2005-12-31,$0.36
2005-09-30,$0.37
2005-06-30,$0.31
2005-03-31,$0.27
