Date,Shares
2020-12-31,70
2020-09-30,70
2020-06-30,70
2020-03-31,70
2019-12-31,71
2019-09-30,71
2019-06-30,71
2019-03-31,71
2018-12-31,67
2018-09-30,65
2018-06-30,65
2018-03-31,65
2017-12-31,65
2017-09-30,65
2017-06-30,65
2017-03-31,65
2016-12-31,65
2016-09-30,65
2016-06-30,65
2016-03-31,65
2015-12-31,68
2015-09-30,68
2015-06-30,68
2015-03-31,68
2014-12-31,69
2014-09-30,69
2014-06-30,69
2014-03-31,68
2013-12-31,68
2013-09-30,68
2013-06-30,68
2013-03-31,68
2012-12-31,68
2012-09-30,68
2012-06-30,68
2012-03-31,68
2011-12-31,68
2011-09-30,68
2011-06-30,68
2011-03-31,68
2010-12-31,68
2010-09-30,68
2010-06-30,68
2010-03-31,68
2009-12-31,67
2009-09-30,68
2009-06-30,67
2009-03-31,67
2008-12-31,67
2008-09-30,67
2008-06-30,67
2008-03-31,68
2007-12-31,68
2007-09-30,68
2007-06-30,68
2007-03-31,68
2006-12-31,67
2006-09-30,67
2006-06-30,67
2006-03-31,67
2005-12-31,67
2005-09-30,67
2005-06-30,67
2005-03-31,67
