Date,EBIT
2020-12-31,$-10
2020-09-30,$42
2020-06-30,$63
2020-03-31,$52
2019-12-31,$-50
2019-09-30,$20
2019-06-30,$51
2019-03-31,$108
2018-12-31,$-17
2018-09-30,$57
2018-06-30,$54
2018-03-31,$70
2017-12-31,$-50
2017-09-30,$76
2017-06-30,$114
2017-03-31,$71
2016-12-31,$-53
2016-09-30,$71
2016-06-30,$33
2016-03-31,$35
2015-12-31,$-95
2015-09-30,$39
2015-06-30,$34
2015-03-31,$20
2014-12-31,$-54
2014-09-30,$-4
2014-06-30,$24
2014-03-31,$25
2013-12-31,$5
2013-09-30,$23
2013-06-30,$218
2013-03-31,$23
2012-12-31,$51
2012-09-30,$13
2012-06-30,$12
2012-03-31,$26
2011-12-31,$20
2011-09-30,$2
2011-06-30,$28
2011-03-31,$29
2010-12-31,$31
2010-09-30,$30
2010-06-30,$21
2010-03-31,$-11
2009-12-31,$16
2009-09-30,$11
2009-06-30,$24
2009-03-31,$24
2008-12-31,$5
2008-09-30,$20
2008-06-30,$36
2008-03-31,$-32
2007-12-31,$26
2007-09-30,$22
2007-06-30,$20
2007-03-31,$1
2006-12-31,$-71
2006-09-30,$1
2006-06-30,$-1
2006-03-31,$3
2005-12-31,$1
2005-09-30,$3
2005-06-30,$2
2005-03-31,$2
