Date,EBIT
2020-12-31,$780
2020-09-30,$627
2020-06-30,$744
2020-03-31,$882
2019-12-31,$622
2019-09-30,$706
2019-06-30,$680
2019-03-31,$665
2018-12-31,$676
2018-09-30,$602
2018-06-30,$655
2018-03-31,$650
2017-12-31,$592
2017-09-30,$596
2017-06-30,$609
2017-03-31,$582
2016-12-31,$563
2016-09-30,$474
2016-06-30,$551
2016-03-31,$584
2015-12-31,$418
2015-09-30,$440
2015-06-30,$430
2015-03-31,$462
2014-12-31,$400
2014-09-30,$330
2014-06-30,$327
2014-03-31,$391
2013-12-31,$163
2013-09-30,$202
2013-06-30,$225
2013-03-31,$200
2012-12-31,$192
2012-09-30,$194
2012-06-30,$215
2012-03-31,$225
2011-12-31,$195
2011-09-30,$204
2011-06-30,$191
2011-03-31,$203
2010-12-31,$159
2010-09-30,$152
2010-06-30,$178
2010-03-31,$164
2009-12-31,$124
2009-09-30,$140
2009-06-30,$135
2009-03-31,$114
2008-12-31,$97
2008-09-30,$119
2008-06-30,$133
2008-03-31,$144
2007-12-31,$97
2007-09-30,$101
2007-06-30,$77
2007-03-31,$80
2006-12-31,$64
2006-09-30,$65
2006-06-30,$47
2006-03-31,$28
2005-12-31,$41
2005-09-30,$25
2005-06-30,$-2
2005-03-31,$12
