Date,EBIT
2020-12-31,$713
2020-09-30,$441
2020-06-30,$594
2020-03-31,"$1,033"
2019-12-31,$524
2019-09-30,$360
2019-06-30,$413
2019-03-31,$872
2018-12-31,$499
2018-09-30,$262
2018-06-30,$-16
2018-03-31,$799
2017-12-31,$601
2017-09-30,$256
2017-06-30,$-127
2017-03-31,$335
2016-12-31,$636
2016-09-30,$368
2016-06-30,$387
2016-03-31,$420
2015-12-31,$456
2015-09-30,$413
2015-06-30,$277
2015-03-31,$441
2014-12-31,$635
2014-09-30,$417
2014-06-30,$445
2014-03-31,$469
2013-12-31,$515
2013-09-30,$364
2013-06-30,$382
2013-03-31,$410
2012-12-31,$461
2012-09-30,$339
2012-06-30,$394
2012-03-31,$402
2011-12-31,$430
2011-09-30,$328
2011-06-30,$440
2011-03-31,$398
2010-12-31,$440
2010-09-30,$263
2010-06-30,$268
2010-03-31,$273
2009-12-31,$241
2009-09-30,$194
2009-06-30,$220
2009-03-31,$366
2008-12-31,$151
2008-09-30,$247
2008-06-30,$255
2008-03-31,$287
2007-12-31,$186
2007-09-30,$256
2007-06-30,$286
2007-03-31,$275
2006-12-31,$57
2006-09-30,$173
2006-06-30,$302
2006-03-31,$298
2005-12-31,$-91
2005-09-30,$174
2005-06-30,$279
2005-03-31,$345
