Date,EBIT
2020-12-31,"$1,145"
2020-09-30,$692
2020-06-30,"$1,242"
2020-03-31,"$-1,805"
2019-12-31,$754
2019-09-30,$262
2019-06-30,$666
2019-03-31,$795
2018-12-31,$-932
2018-09-30,$556
2018-06-30,$311
2018-03-31,$105
2017-12-31,$179
2017-09-30,$-330
2017-06-30,$240
2017-03-31,$127
2016-12-31,$214
2016-09-30,$153
2016-06-30,$194
2016-03-31,$245
2015-12-31,$279
2015-09-30,$183
2015-06-30,$130
2015-03-31,$269
2014-12-31,$195
2014-09-30,$133
2014-06-30,$84
2014-03-31,$146
2013-12-31,$137
2013-09-30,$123
2013-06-30,$74
2013-03-31,$141
2012-12-31,$90
2012-09-30,$77
2012-06-30,$141
2012-03-31,$97
2011-12-31,$97
2011-09-30,$91
2011-06-30,$59
2011-03-31,$30
2010-12-31,$131
2010-09-30,$110
2010-06-30,$48
2010-03-31,$81
2009-12-31,$110
2009-09-30,$54
2009-06-30,$52
2009-03-31,$36
2008-12-31,$-68
2008-09-30,$-228
2008-06-30,$125
2008-03-31,$59
2007-12-31,$133
2007-09-30,$152
2007-06-30,$188
2007-03-31,$158
2006-12-31,$183
2006-09-30,$161
2006-06-30,$148
2006-03-31,$127
2005-12-31,$174
2005-09-30,$-150
2005-06-30,$102
2005-03-31,$124
