Date,EBIT
2020-12-31,"$5,541"
2020-09-30,"$4,299"
2020-06-30,"$1,291"
2020-03-31,"$1,348"
2019-12-31,"$2,321"
2019-09-30,"$2,416"
2019-06-30,"$3,127"
2019-03-31,"$2,719"
2018-12-31,"$2,708"
2018-09-30,"$3,078"
2018-06-30,"$3,276"
2018-03-31,"$3,419"
2017-12-31,"$3,108"
2017-09-30,"$2,976"
2017-06-30,"$2,509"
2017-03-31,"$2,539"
2016-12-31,"$3,397"
2016-09-30,"$2,868"
2016-06-30,"$2,463"
2016-03-31,"$1,576"
2015-12-31,"$1,072"
2015-09-30,"$2,046"
2015-06-30,"$1,726"
2015-03-31,"$3,934"
2014-12-31,"$3,210"
2014-09-30,"$3,305"
2014-06-30,"$2,821"
2014-03-31,"$3,021"
2013-12-31,"$3,552"
2013-09-30,"$2,167"
2013-06-30,"$2,645"
2013-03-31,"$3,373"
2012-12-31,"$4,313"
2012-09-30,"$2,298"
2012-06-30,"$1,415"
2012-03-31,"$3,181"
2011-12-31,"$1,247"
2011-09-30,$-730
2011-06-30,"$1,612"
2011-03-31,"$4,040"
2010-12-31,"$3,474"
2010-09-30,"$2,811"
2010-06-30,"$1,448"
2010-03-31,"$5,159"
2009-12-31,"$7,377"
2009-09-30,"$4,794"
2009-06-30,"$5,029"
2009-03-31,"$2,629"
2008-12-31,
2008-11-30,
2008-08-31,$960
2008-05-31,"$2,832"
2008-02-29,"$2,143"
2007-11-30,"$5,055"
2007-08-31,"$4,259"
2007-05-31,"$3,431"
2007-02-28,"$4,859"
2006-11-30,"$4,985"
2006-08-31,"$2,362"
2006-05-31,"$3,524"
2006-02-28,"$3,689"
2005-11-30,"$2,479"
2005-08-31,"$2,405"
2005-05-31,"$1,244"
2005-02-28,"$2,145"
