Date,EBITDA
2020-12-31,$37
2020-09-30,$28
2020-06-30,$-43
2020-03-31,$-25
2019-12-31,$-77
2019-09-30,$23
2019-06-30,$13
2019-03-31,$53
2018-12-31,$-29
2018-09-30,$45
2018-06-30,$40
2018-03-31,$20
2017-12-31,$48
2017-09-30,$49
2017-06-30,$38
2017-03-31,$55
2016-12-31,$77
2016-09-30,$59
2016-06-30,$62
2016-03-31,$34
2015-12-31,$43
2015-09-30,$22
2015-06-30,$55
2015-03-31,$61
2014-12-31,$100
2014-09-30,$56
2014-06-30,$84
2014-03-31,$78
2013-12-31,$117
2013-09-30,$96
2013-06-30,$77
2013-03-31,$112
2012-12-31,$167
2012-09-30,$94
2012-06-30,$90
2012-03-31,$86
2011-12-31,$218
2011-09-30,$73
2011-06-30,$86
2011-03-31,$77
2010-12-31,$158
2010-09-30,$76
2010-06-30,$68
2010-03-31,$60
2009-12-31,$131
2009-09-30,$88
2009-06-30,$83
2009-03-31,$42
2008-12-31,$117
2008-09-30,$33
2008-06-30,$66
2008-03-31,$55
2007-12-31,$81
2007-09-30,$67
2007-06-30,$60
2007-03-31,$57
2006-12-31,$57
2006-09-30,$54
2006-06-30,$50
2006-03-31,$46
2005-12-31,$46
2005-09-30,$35
2005-06-30,$33
2005-03-31,$28
