Date,EBIT
2020-12-31,$161
2020-09-30,$278
2020-06-30,$222
2020-03-31,$407
2019-12-31,$126
2019-09-30,$167
2019-06-30,$150
2019-03-31,$362
2018-12-31,$80
2018-09-30,$127
2018-06-30,$138
2018-03-31,$274
2017-12-31,$60
2017-09-30,$108
2017-06-30,$86
2017-03-31,$230
2016-12-31,$74
2016-09-30,$123
2016-06-30,$165
2016-03-31,$82
2015-12-31,$54
2015-09-30,$131
2015-06-30,$155
2015-03-31,$57
2014-12-31,$55
2014-09-30,$121
2014-06-30,$133
2014-03-31,$71
2013-12-31,$80
2013-09-30,$99
2013-06-30,$109
2013-03-31,$54
2012-12-31,$56
2012-09-30,$87
2012-06-30,$102
2012-03-31,$43
2011-12-31,$58
2011-09-30,$81
2011-06-30,$77
2011-03-31,$33
2010-12-31,$35
2010-09-30,$79
2010-06-30,$73
2010-03-31,$52
2009-12-31,$35
2009-09-30,$71
2009-06-30,$83
2009-03-31,$51
2008-12-31,$18
2008-09-30,$60
2008-06-30,$79
2008-03-31,$35
2007-12-31,$60
2007-09-30,$82
2007-06-30,$100
2007-03-31,$69
2006-12-31,$64
2006-09-30,$105
2006-06-30,$62
2006-03-31,$36
2005-12-31,$71
2005-09-30,$99
2005-06-30,$94
2005-03-31,$70
