Date,EBITDA
2020-12-31,$295
2020-09-30,$412
2020-06-30,$344
2020-03-31,$579
2019-12-31,$256
2019-09-30,$286
2019-06-30,$265
2019-03-31,$473
2018-12-31,$190
2018-09-30,$233
2018-06-30,$242
2018-03-31,$372
2017-12-31,$157
2017-09-30,$208
2017-06-30,$181
2017-03-31,$323
2016-12-31,$163
2016-09-30,$212
2016-06-30,$253
2016-03-31,$166
2015-12-31,$148
2015-09-30,$213
2015-06-30,$237
2015-03-31,$133
2014-12-31,$129
2014-09-30,$194
2014-06-30,$193
2014-03-31,$124
2013-12-31,$130
2013-09-30,$144
2013-06-30,$152
2013-03-31,$94
2012-12-31,$93
2012-09-30,$124
2012-06-30,$138
2012-03-31,$74
2011-12-31,$92
2011-09-30,$111
2011-06-30,$104
2011-03-31,$58
2010-12-31,$59
2010-09-30,$102
2010-06-30,$97
2010-03-31,$73
2009-12-31,$58
2009-09-30,$93
2009-06-30,$104
2009-03-31,$71
2008-12-31,$40
2008-09-30,$78
2008-06-30,$98
2008-03-31,$64
2007-12-31,$86
2007-09-30,$97
2007-06-30,$115
2007-03-31,$84
2006-12-31,$80
2006-09-30,$120
2006-06-30,$75
2006-03-31,$48
2005-12-31,$84
2005-09-30,$112
2005-06-30,$108
2005-03-31,$84
