Date,Shares
2020-12-31,195
2020-09-30,196
2020-06-30,194
2020-03-31,193
2019-12-31,190
2019-09-30,191
2019-06-30,190
2019-03-31,188
2018-12-31,186
2018-09-30,187
2018-06-30,186
2018-03-31,185
2017-12-31,182
2017-09-30,183
2017-06-30,182
2017-03-31,181
2016-12-31,178
2016-09-30,179
2016-06-30,178
2016-03-31,178
2015-12-31,173
2015-09-30,177
2015-06-30,172
2015-03-31,167
2014-12-31,154
2014-09-30,162
2014-06-30,156
2014-03-31,136
2013-12-31,131
2013-09-30,131
2013-06-30,129
2013-03-31,128
2012-12-31,123
2012-09-30,125
2012-06-30,121
2012-03-31,118
2011-12-31,113
2011-09-30,113
2011-06-30,112
2011-03-31,110
2010-12-31,105
2010-09-30,106
2010-06-30,105
2010-03-31,103
2009-12-31,101
2009-09-30,102
2009-06-30,101
2009-03-31,98
2008-12-31,94
2008-09-30,95
2008-06-30,94
2008-03-31,93
2007-12-31,97
2007-09-30,96
2007-06-30,99
2007-03-31,100
2006-12-31,98
2006-09-30,99
2006-06-30,98
2006-03-31,98
2005-12-31,96
2005-09-30,97
2005-06-30,96
2005-03-31,95
