Date,EPS
2020-12-31,$2.48
2020-09-30,$1.53
2020-06-30,$0.65
2020-03-31,$-0.33
2019-12-31,$0.36
2019-09-30,$1.71
2019-06-30,$2.11
2019-03-31,$-3.87
2018-12-31,$-2.75
2018-09-30,$2.34
2018-06-30,$2.16
2018-03-31,$2.77
2017-12-31,$5.46
2017-09-30,$2.22
2017-06-30,$2.22
2017-03-31,$2.13
2016-12-31,$2.67
2016-09-30,$2.02
2016-06-30,$1.98
2016-03-31,$1.90
2015-12-31,$2.62
2015-09-30,$1.96
2015-06-30,$2.31
2015-03-31,$2.28
2014-12-31,$2.73
2014-09-30,$1.82
2014-06-30,$1.75
2014-03-31,$1.40
2013-12-31,$2.85
2013-09-30,$1.37
2013-06-30,$1.18
2013-03-31,$1.15
2012-12-31,$1.41
2012-09-30,$1.04
2012-06-30,$0.12
2012-03-31,$0.71
2011-12-31,$0.76
2011-09-30,$0.76
2011-06-30,$0.85
2011-03-31,$0.74
2010-12-31,$1.25
2010-09-30,$0.65
2010-06-30,$0.53
2010-03-31,$0.38
2009-12-31,$0.57
2009-09-30,$0.40
2009-06-30,$0.26
2009-03-31,$0.15
2008-12-31,$-2.05
2008-09-30,$0.39
2008-06-30,$0.82
2008-03-31,$0.81
2007-12-31,$1.48
2007-09-30,$1.06
2007-06-30,$1.04
2007-03-31,$0.93
2006-12-31,$1.16
2006-09-30,$0.87
2006-06-30,$0.86
2006-03-31,$0.81
2005-12-31,$0.90
2005-09-30,$0.67
2005-06-30,$0.63
2005-03-31,$0.61
