Date,EBITDA
2020-12-31,$206
2020-09-30,$196
2020-06-30,$170
2020-03-31,$198
2019-12-31,$207
2019-09-30,$222
2019-06-30,$226
2019-03-31,$208
2018-12-31,$199
2018-09-30,$235
2018-06-30,$243
2018-03-31,$227
2017-12-31,$223
2017-09-30,$244
2017-06-30,$226
2017-03-31,$202
2016-12-31,$56
2016-09-30,$272
2016-06-30,$282
2016-03-31,$212
2015-12-31,$221
2015-09-30,$253
2015-06-30,$230
2015-03-31,$266
2014-12-31,$243
2014-09-30,$263
2014-06-30,$231
2014-03-31,$225
2013-12-31,$197
2013-09-30,$205
2013-06-30,$197
2013-03-31,$187
2012-12-31,$156
2012-09-30,$169
2012-06-30,$145
2012-03-31,$144
2011-12-31,$124
2011-09-30,$154
2011-06-30,$168
2011-03-31,$153
2010-12-31,$141
2010-09-30,$122
2010-06-30,$111
2010-03-31,$82
2009-12-31,$95
2009-09-30,$76
2009-06-30,$61
2009-03-31,$61
2008-12-31,$61
2008-09-30,$112
2008-06-30,$116
2008-03-31,$129
2007-12-31,$187
2007-09-30,$140
2007-06-30,$136
2007-03-31,$124
2006-12-31,$154
2006-09-30,$112
2006-06-30,$115
2006-03-31,$114
2005-12-31,$114
2005-09-30,$91
2005-06-30,$84
2005-03-31,$83
