Date,EBITDA
2020-12-31,$271
2020-09-30,$320
2020-06-30,$167
2020-03-31,$365
2019-12-31,$367
2019-09-30,$324
2019-06-30,$59
2019-03-31,$237
2018-12-31,$267
2018-09-30,$362
2018-06-30,$364
2018-03-31,$355
2017-12-31,$377
2017-09-30,$390
2017-06-30,$345
2017-03-31,$284
2016-12-31,$296
2016-09-30,$332
2016-06-30,$327
2016-03-31,$299
2015-12-31,$329
2015-09-30,$375
2015-06-30,$387
2015-03-31,$361
2014-12-31,$370
2014-09-30,$351
2014-06-30,$377
2014-03-31,$268
2013-12-31,$316
2013-09-30,$308
2013-06-30,$296
2013-03-31,$289
2012-12-31,$225
2012-09-30,$233
2012-06-30,$226
2012-03-31,$254
2011-12-31,$218
2011-09-30,$263
2011-06-30,$265
2011-03-31,$254
2010-12-31,$230
2010-09-30,$209
2010-06-30,$92
2010-03-31,$155
2009-12-31,$185
2009-09-30,$172
2009-06-30,$127
2009-03-31,$78
2008-12-31,$102
2008-09-30,$212
2008-06-30,$257
2008-03-31,$245
2007-12-31,$280
2007-09-30,$273
2007-06-30,$278
2007-03-31,$248
2006-12-31,$85
2006-09-30,$281
2006-06-30,$8
2006-03-31,$4
2005-12-31,$-894
2005-09-30,$312
2005-06-30,$337
2005-03-31,$133
