Date,EBIT
2020-12-31,$218
2020-09-30,$269
2020-06-30,$117
2020-03-31,$317
2019-12-31,$315
2019-09-30,$275
2019-06-30,$18
2019-03-31,$200
2018-12-31,$230
2018-09-30,$322
2018-06-30,$331
2018-03-31,$321
2017-12-31,$343
2017-09-30,$360
2017-06-30,$318
2017-03-31,$258
2016-12-31,$270
2016-09-30,$306
2016-06-30,$302
2016-03-31,$274
2015-12-31,$304
2015-09-30,$353
2015-06-30,$364
2015-03-31,$338
2014-12-31,$348
2014-09-30,$330
2014-06-30,$355
2014-03-31,$244
2013-12-31,$293
2013-09-30,$286
2013-06-30,$274
2013-03-31,$267
2012-12-31,$202
2012-09-30,$211
2012-06-30,$200
2012-03-31,$230
2011-12-31,$196
2011-09-30,$228
2011-06-30,$233
2011-03-31,$226
2010-12-31,$199
2010-09-30,$183
2010-06-30,$71
2010-03-31,$137
2009-12-31,$161
2009-09-30,$152
2009-06-30,$110
2009-03-31,$62
2008-12-31,$85
2008-09-30,$195
2008-06-30,$240
2008-03-31,$228
2007-12-31,$244
2007-09-30,$257
2007-06-30,$262
2007-03-31,$232
2006-12-31,$27
2006-09-30,$157
2006-06-30,$-9
2006-03-31,$-12
2005-12-31,$-955
2005-09-30,$302
2005-06-30,$314
2005-03-31,$133
