Date,Shares
2020-12-31,150.0
2020-09-30,158.0
2020-06-30,147.0
2020-03-31,118.0
2019-12-31,120.0
2019-09-30,122.0
2019-06-30,117.0
2019-03-31,111.0
2018-12-31,96.0
2018-09-30,99.0
2018-06-30,98.0
2018-03-31,214.0
2017-12-31,82.0
2017-09-30,82.0
2017-06-30,84.0
2017-03-31,81.0
2016-12-31,83.0
2016-09-30,84.0
2016-06-30,82.0
2016-03-31,81.0
2015-12-31,81.0
2015-09-30,81.0
2015-06-30,82.0
2015-03-31,81.0
2014-12-31,80.0
2014-09-30,81.0
2014-06-30,80.0
2014-03-31,
2013-12-31,
2013-09-30,
2013-06-30,
2012-12-31,
2011-12-31,
