Date,Shares
2020-12-31,98
2020-09-30,98
2020-06-30,98
2020-03-31,98
2019-12-31,99
2019-09-30,99
2019-06-30,99
2019-03-31,99
2018-12-31,99
2018-09-30,100
2018-06-30,100
2018-03-31,98
2017-12-31,95
2017-09-30,97
2017-06-30,97
2017-03-31,89
2016-12-31,89
2016-09-30,89
2016-06-30,89
2016-03-31,89
2015-12-31,89
2015-09-30,89
2015-06-30,89
2015-03-31,91
2014-12-31,93
2014-09-30,93
2014-06-30,94
2014-03-31,95
2013-12-31,97
2013-09-30,96
2013-06-30,98
2013-03-31,99
2012-12-31,104
2012-09-30,104
2012-06-30,105
2012-03-31,105
2011-12-31,105
2011-09-30,105
2011-06-30,105
2011-03-31,105
2010-12-31,93
2010-09-30,97
2010-06-30,86
2010-03-31,85
2009-12-31,85
2009-09-30,85
2009-06-30,85
2009-03-31,85
2008-12-31,75
2008-09-30,73
2008-06-30,73
2008-03-31,73
2007-12-31,73
2007-09-30,73
2007-06-30,73
2007-03-31,73
2006-12-31,71
2006-09-30,71
2006-06-30,70
2006-03-31,70
2005-12-31,70
2005-09-30,70
2005-06-30,70
2005-03-31,70
