Date,EBIT
2020-12-31,$250
2020-09-30,$191
2020-06-30,$252
2020-03-31,$-448
2019-12-31,$87
2019-09-30,$155
2019-06-30,$401
2019-03-31,$580
2018-12-31,$-866
2018-09-30,$372
2018-06-30,$394
2018-03-31,$230
2017-12-31,$231
2017-09-30,$-502
2017-06-30,$161
2017-03-31,$229
2016-12-31,$115
2016-09-30,$228
2016-06-30,$154
2016-03-31,$233
2015-12-31,$236
2015-09-30,$156
2015-06-30,$268
2015-03-31,$189
2014-12-31,$219
2014-09-30,$289
2014-06-30,$224
2014-03-31,$290
2013-12-31,$329
2013-09-30,$169
2013-06-30,$169
2013-03-31,$275
2012-12-31,$-165
2012-09-30,$173
2012-06-30,$160
2012-03-31,$620
2011-12-31,$58
2011-09-30,$37
2011-06-30,$19
2011-03-31,$94
2010-12-31,$58
2010-09-30,$61
2010-06-30,$88
2010-03-31,$75
2009-12-31,$199
2009-09-30,$81
2009-06-30,$66
2009-03-31,$51
2008-12-31,$-66
2008-09-30,$-21
2008-06-30,$21
2008-03-31,$128
2007-12-31,$83
2007-09-30,$110
2007-06-30,$80
2007-03-31,$161
2006-12-31,$-44
2006-09-30,$87
2006-06-30,$109
2006-03-31,$70
2005-12-31,$-45
2005-09-30,$-167
2005-06-30,$53
2005-03-31,$93
