Date,EBITDA
2020-12-31,$296
2020-09-30,$233
2020-06-30,$292
2020-03-31,$-415
2019-12-31,$122
2019-09-30,$183
2019-06-30,$431
2019-03-31,$608
2018-12-31,$-812
2018-09-30,$403
2018-06-30,$426
2018-03-31,$263
2017-12-31,$260
2017-09-30,$-465
2017-06-30,$195
2017-03-31,$265
2016-12-31,$160
2016-09-30,$268
2016-06-30,$194
2016-03-31,$267
2015-12-31,$275
2015-09-30,$194
2015-06-30,$313
2015-03-31,$231
2014-12-31,$266
2014-09-30,$337
2014-06-30,$273
2014-03-31,$325
2013-12-31,$378
2013-09-30,$228
2013-06-30,$242
2013-03-31,$340
2012-12-31,$-59
2012-09-30,$313
2012-06-30,$333
2012-03-31,$665
2011-12-31,$65
2011-09-30,$44
2011-06-30,$25
2011-03-31,$101
2010-12-31,$66
2010-09-30,$68
2010-06-30,$96
2010-03-31,$85
2009-12-31,$199
2009-09-30,$96
2009-06-30,$74
2009-03-31,$58
2008-12-31,$-58
2008-09-30,$-15
2008-06-30,$27
2008-03-31,$133
2007-12-31,$89
2007-09-30,$114
2007-06-30,$84
2007-03-31,$163
2006-12-31,$137
2006-09-30,$89
2006-06-30,$111
2006-03-31,$72
2005-12-31,
2005-09-30,$-162
2005-06-30,$60
2005-03-31,$99
