Date,EBITDA
2020-11-30,$538
2020-08-31,$534
2020-05-31,$219
2020-02-29,$346
2019-11-30,$271
2019-08-31,$52
2019-05-31,$274
2019-02-28,$118
2018-11-30,$258
2018-09-30,$344
2018-06-30,$68
2018-05-31,$99
2018-03-31,$129
2018-02-28,$86
2017-12-31,$225
2017-11-30,$225
2017-09-30,$112
2017-06-30,$95
2017-03-31,$590
2016-12-31,$-82
2016-09-30,$397
2016-06-30,$197
2016-03-31,$-345
2015-12-31,$177
2015-09-30,$-91
2015-06-30,$104
2015-03-31,$544
2014-12-31,$104
2014-09-30,$271
2014-06-30,$196
2014-03-31,$148
2013-12-31,$199
2013-09-30,$190
2013-06-30,$137
2013-03-31,$276
2012-12-31,"$1,210"
2012-09-30,$327
2012-06-30,$-222
2012-03-31,$301
2011-12-31,$-507
2011-09-30,$116
2011-06-30,$572
2011-03-31,$60
2010-12-31,$396
2010-09-30,$53
2010-06-30,$138
2010-03-31,$26
2009-12-31,$379
2009-09-30,$58
2009-06-30,$-76
2009-03-31,$-91
2008-12-31,$471
2008-09-30,$-20
2008-06-30,$19
2008-03-31,$-34
2007-12-31,$-15
2007-09-30,$45
2007-06-30,$73
2007-03-31,$-11
2006-12-31,$17
2006-09-30,$35
2006-06-30,$70
2006-03-31,$115
2005-12-31,$141
2005-09-30,$248
2005-06-30,$97
2005-03-31,$-96
