Date,EBITDA
2020-09-30,"$4,340"
2020-06-30,"$5,041"
2020-03-31,"$2,970"
2019-12-31,"$3,389"
2019-09-30,"$3,364"
2019-06-30,"$3,578"
2019-03-31,"$3,613"
2018-12-31,"$2,326"
2018-09-30,"$3,319"
2018-06-30,"$3,626"
2018-03-31,"$3,810"
2017-12-31,"$2,884"
2017-09-30,"$2,933"
2017-06-30,"$3,097"
2017-03-31,"$3,242"
2016-12-31,"$2,625"
2016-09-30,"$2,859"
2016-06-30,"$2,947"
2016-03-31,"$2,153"
2015-12-31,"$1,849"
2015-09-30,"$1,843"
2015-06-30,"$3,060"
2015-03-31,"$3,176"
2014-12-31,"$-2,518"
2014-09-30,"$2,356"
2014-06-30,"$2,218"
2014-03-31,"$2,696"
2013-12-31,$241
2013-09-30,"$1,733"
2013-06-30,"$2,152"
2013-03-31,"$1,943"
2012-12-31,"$1,303"
2012-09-30,"$-1,058"
2012-06-30,"$1,355"
2012-03-31,$577
2011-12-31,$-229
2011-09-30,"$4,113"
2011-06-30,"$2,350"
2011-03-31,"$1,280"
2010-12-31,$761
2010-09-30,"$1,447"
2010-06-30,"$2,740"
2010-03-31,"$2,669"
2009-12-31,"$1,246"
2009-09-30,"$1,959"
2009-06-30,$-376
2009-03-31,$-475
2008-12-31,"$-3,708"
2008-11-30,"$-2,675"
2008-09-30,"$10,752"
2008-08-31,"$2,048"
2008-06-30,$969
2008-05-31,"$1,558"
2008-03-31,"$2,164"
2008-02-29,"$2,340"
2007-12-31,"$-6,472"
2007-11-30,
2007-08-31,"$2,489"
2007-05-31,"$3,574"
2007-02-28,"$3,660"
2006-11-30,
2006-08-31,"$2,417"
2006-05-31,"$3,049"
2006-02-28,"$2,639"
2005-11-30,
2005-08-31,"$1,954"
2005-05-31,"$1,641"
2005-02-28,"$2,326"
