Date,Price,Open,High,Low,Vol.,Change %,r
30-Sep-15,"6,095.30","6,060.14","6,095.31","6,027.51",-,1.46%,0.0144
29-Sep-15,"6,007.37","5,989.43","6,012.63","5,956.02",-,0.38%,0.0038
28-Sep-15,"5,984.62","6,098.46","6,098.46","5,972.58",-,-2.47%,-0.0253
25-Sep-15,"6,136.22","6,134.31","6,181.92","6,114.20",-,1.13%,0.0111
24-Sep-15,"6,067.90","6,062.95","6,077.75","6,013.91",-,-0.56%,-0.0057
23-Sep-15,"6,102.34","6,115.52","6,129.65","6,074.79",-,-0.13%,-0.0013
22-Sep-15,"6,110.48","6,151.32","6,151.32","6,074.83",-,-1.56%,-0.0159
21-Sep-15,"6,207.43","6,170.26","6,230.18","6,170.26",-,0.91%,0.0091
18-Sep-15,"6,151.23","6,193.09","6,209.97","6,140.71",-,-2.01%,-0.0205
17-Sep-15,"6,277.44","6,317.11","6,378.28","6,268.20",-,-0.77%,-0.0078
16-Sep-15,"6,326.15","6,274.92","6,332.00","6,264.58",-,0.95%,0.0094
15-Sep-15,"6,266.40","6,203.98","6,280.61","6,193.29",-,1.21%,0.0120
14-Sep-15,"6,191.32","6,204.90","6,208.39","6,172.76",-,-0.41%,-0.0041
11-Sep-15,"6,217.00","6,178.85","6,217.11","6,155.12",-,0.32%,0.0032
10-Sep-15,"6,196.97","6,161.49","6,233.98","6,151.87",-,0.39%,0.0039
9-Sep-15,"6,173.00","6,296.42","6,320.47","6,162.88",-,-0.99%,-0.0100
8-Sep-15,"6,234.48","6,159.67","6,237.49","6,159.67",-,2.46%,0.0240
4-Sep-15,"6,085.03","6,144.16","6,144.16","6,052.84",-,-2.00%,-0.0204
3-Sep-15,"6,209.35","6,200.19","6,265.14","6,189.90",-,0.36%,0.0036
2-Sep-15,"6,186.91","6,173.27","6,200.90","6,115.14",-,1.30%,0.0128
1-Sep-15,"6,107.41","6,317.30","6,317.30","6,071.53",-,-3.32%,-0.0344
31-Aug-15,"6,317.30","6,346.08","6,346.08","6,298.91",-,-0.88%,-0.0089
28-Aug-15,"6,373.48","6,363.19","6,378.41","6,334.40",-,-0.27%,-0.0027
27-Aug-15,"6,390.57","6,291.73","6,406.53","6,291.45",-,2.38%,0.0232
26-Aug-15,"6,242.29","6,047.46","6,246.51","6,047.46",-,3.22%,0.0312
25-Aug-15,"6,047.46","6,089.18","6,288.73","6,045.57",-,-0.69%,-0.0069
24-Aug-15,"6,089.18","6,153.05","6,274.17","5,937.13",-,-4.45%,-0.0466
21-Aug-15,"6,373.06","6,508.38","6,529.32","6,373.06",-,-2.95%,-0.0304
20-Aug-15,"6,566.87","6,647.22","6,647.22","6,566.62",-,-2.03%,-0.0207
19-Aug-15,"6,703.04","6,732.96","6,751.21","6,676.51",-,-0.90%,-0.0090
18-Aug-15,"6,763.61","6,763.56","6,774.48","6,750.81",-,-0.08%,-0.0008
17-Aug-15,"6,768.83","6,735.30","6,769.68","6,704.10",-,0.11%,0.0010
14-Aug-15,"6,761.73","6,719.79","6,762.35","6,718.96",-,0.48%,0.0048
13-Aug-15,"6,729.51","6,736.70","6,753.02","6,694.00",-,-0.11%,-0.0011
12-Aug-15,"6,736.70","6,734.22","6,741.23","6,643.54",-,-0.74%,-0.0075
11-Aug-15,"6,786.92","6,818.80","6,818.80","6,763.90",-,-0.90%,-0.0091
10-Aug-15,"6,848.48","6,802.19","6,849.37","6,802.19",-,0.99%,0.0098
7-Aug-15,"6,781.55","6,777.15","6,788.61","6,743.15",-,-0.08%,-0.0008
6-Aug-15,"6,787.19","6,816.93","6,822.05","6,761.95",-,-0.36%,-0.0036
5-Aug-15,"6,811.89","6,834.27","6,850.06","6,801.51",-,0.14%,0.0014
4-Aug-15,"6,802.45","6,809.54","6,830.24","6,793.72",-,-0.20%,-0.0020
3-Aug-15,"6,815.78","6,830.17","6,830.17","6,777.91",-,-0.16%,-0.0016
31-Jul-15,"6,826.52","6,844.08","6,857.51","6,820.76",-,-0.08%,-0.0008
30-Jul-15,"6,832.03","6,816.86","6,834.67","6,795.58",-,0.07%,0.0007
29-Jul-15,"6,827.58","6,773.26","6,838.63","6,769.85",-,0.84%,0.0083
28-Jul-15,"6,770.59","6,756.01","6,779.76","6,720.55",-,0.69%,0.0069
27-Jul-15,"6,724.10","6,742.73","6,746.62","6,712.19",-,-0.71%,-0.0072
24-Jul-15,"6,772.26","6,823.84","6,829.16","6,763.58",-,-0.84%,-0.0085
23-Jul-15,"6,829.92","6,884.33","6,892.86","6,815.69",-,-0.76%,-0.0076
22-Jul-15,"6,881.88","6,849.33","6,887.90","6,849.33",-,0.27%,0.0026
21-Jul-15,"6,863.66","6,876.69","6,894.79","6,849.46",-,-0.21%,-0.0021
20-Jul-15,"6,878.20","6,879.84","6,893.38","6,857.73",-,0.10%,0.0010
17-Jul-15,"6,871.20","6,875.07","6,875.07","6,849.28",-,-0.19%,-0.0019
16-Jul-15,"6,884.29","6,863.35","6,885.58","6,862.59",-,0.94%,0.0093
15-Jul-15,"6,820.48","6,806.42","6,833.75","6,797.45",-,0.28%,0.0028
14-Jul-15,"6,801.51","6,769.68","6,808.13","6,761.08",-,0.40%,0.0040
13-Jul-15,"6,774.08","6,715.45","6,783.47","6,715.45",-,0.87%,0.0087
10-Jul-15,"6,715.45","6,599.71","6,727.64","6,599.71",-,1.75%,0.0172
9-Jul-15,"6,599.71","6,618.24","6,659.18","6,594.85",-,0.78%,0.0077
8-Jul-15,"6,548.84","6,619.00","6,619.00","6,541.20",-,-1.90%,-0.0194
7-Jul-15,"6,675.68","6,655.51","6,680.88","6,558.74",-,0.05%,0.0005
6-Jul-15,"6,672.43","6,660.33","6,690.40","6,627.90",-,-0.67%,-0.0068
2-Jul-15,"6,717.70","6,734.84","6,744.16","6,698.78",-,-0.24%,-0.0025
1-Jul-15,"6,734.18","6,710.04","6,750.75","6,707.54",-,1.06%,0.0105
30-Jun-15,"6,663.45","6,699.28","6,712.56","6,640.88",-,0.32%,0.0032
29-Jun-15,"6,641.92","6,755.50","6,755.92","6,639.48",-,-2.74%,-0.0282
26-Jun-15,"6,829.35","6,819.34","6,838.43","6,806.93",-,0.31%,0.0031
25-Jun-15,"6,808.33","6,849.34","6,858.91","6,807.48",-,-0.46%,-0.0046
24-Jun-15,"6,839.47","6,871.62","6,886.13","6,839.13",-,-0.71%,-0.0072
23-Jun-15,"6,888.69","6,881.92","6,900.42","6,878.93",-,0.30%,0.0030
22-Jun-15,"6,868.21","6,851.12","6,899.94","6,851.12",-,1.02%,0.0101
19-Jun-15,"6,798.60","6,831.38","6,835.19","6,796.52",-,-0.74%,-0.0074
18-Jun-15,"6,849.22","6,809.82","6,867.05","6,802.82",-,0.85%,0.0084
17-Jun-15,"6,791.38","6,804.06","6,819.27","6,766.12",-,-0.07%,-0.0007
16-Jun-15,"6,795.90","6,760.06","6,801.82","6,749.74",-,0.33%,0.0033
15-Jun-15,"6,773.24","6,762.01","6,787.42","6,733.75",-,-0.52%,-0.0052
12-Jun-15,"6,808.72","6,814.44","6,820.30","6,783.42",-,-0.44%,-0.0044
11-Jun-15,"6,838.63","6,828.96","6,848.12","6,810.81",-,0.24%,0.0024
10-Jun-15,"6,822.04","6,742.86","6,836.20","6,742.86",-,1.57%,0.0155
9-Jun-15,"6,716.50","6,707.42","6,738.96","6,684.82",-,0.06%,0.0006
8-Jun-15,"6,712.48","6,756.26","6,756.26","6,712.24",-,-0.53%,-0.0053
5-Jun-15,"6,747.91","6,750.79","6,778.39","6,718.79",-,0.05%,0.0005
4-Jun-15,"6,744.75","6,779.55","6,802.60","6,736.25",-,-0.83%,-0.0084
3-Jun-15,"6,801.53","6,782.09","6,826.76","6,774.19",-,0.50%,0.0050
2-Jun-15,"6,767.83","6,751.69","6,787.42","6,729.17",-,0.24%,0.0024
1-Jun-15,"6,751.66","6,765.97","6,774.00","6,727.60",-,0.10%,0.0010
29-May-15,"6,744.74","6,794.35","6,794.96","6,733.40",-,-0.81%,-0.0082
28-May-15,"6,799.94","6,795.70","6,803.14","6,755.09",-,-0.01%,-0.0001
27-May-15,"6,800.75","6,752.39","6,809.54","6,747.23",-,0.87%,0.0086
26-May-15,"6,741.98","6,823.05","6,823.05","6,726.14",-,-1.19%,-0.0120
22-May-15,"6,823.05","6,827.26","6,841.05","6,821.91",-,-0.26%,-0.0026
21-May-15,"6,840.89","6,840.17","6,852.11","6,834.96",-,-0.11%,-0.0011
20-May-15,"6,848.30","6,860.52","6,870.06","6,839.90",-,-0.10%,-0.0010
19-May-15,"6,854.82","6,830.01","6,866.57","6,825.27",-,0.31%,0.0031
18-May-15,"6,833.47","6,809.08","6,837.46","6,807.34",-,0.18%,0.0018
15-May-15,"6,821.37","6,832.86","6,834.94","6,801.79",-,-0.18%,-0.0018
14-May-15,"6,833.49","6,800.91","6,834.52","6,797.83",-,0.84%,0.0084
13-May-15,"6,776.31","6,779.19","6,799.11","6,764.12",-,0.05%,0.0005
12-May-15,"6,773.04","6,770.04","6,785.97","6,728.73",-,-0.30%,-0.0031
11-May-15,"6,793.74","6,813.86","6,831.64","6,784.54",-,-0.48%,-0.0048
8-May-15,"6,826.61","6,771.67","6,827.05","6,771.67",-,1.75%,0.0172
7-May-15,"6,709.02","6,671.27","6,718.85","6,654.33",-,0.49%,0.0049
6-May-15,"6,676.01","6,714.87","6,727.85","6,637.22",-,-0.36%,-0.0036
5-May-15,"6,700.37","6,757.79","6,767.01","6,692.10",-,-1.00%,-0.0102
4-May-15,"6,768.39","6,736.94","6,771.36","6,733.87",-,0.64%,0.0063
1-May-15,"6,725.50","6,705.16","6,729.95","6,700.60",-,0.55%,0.0054
30-Apr-15,"6,688.96","6,728.73","6,739.51","6,665.86",-,-0.97%,-0.0098
29-Apr-15,"6,754.27","6,743.97","6,777.94","6,736.85",-,-0.19%,-0.0019
28-Apr-15,"6,766.94","6,727.48","6,767.45","6,703.90",-,0.52%,0.0051
27-Apr-15,"6,732.17","6,756.95","6,780.62","6,728.32",-,-0.06%,-0.0006
24-Apr-15,"6,736.01","6,741.35","6,745.05","6,720.11",-,0.09%,0.0009
23-Apr-15,"6,730.15","6,703.61","6,746.01","6,690.57",-,0.28%,0.0028
22-Apr-15,"6,711.31","6,673.49","6,720.07","6,659.42",-,0.75%,0.0074
21-Apr-15,"6,661.34","6,676.00","6,702.43","6,656.03",-,-0.24%,-0.0024
20-Apr-15,"6,677.63","6,649.04","6,694.52","6,649.04",-,0.43%,0.0043
17-Apr-15,"6,649.03","6,687.83","6,687.83","6,626.46",-,-1.24%,-0.0126
16-Apr-15,"6,732.81","6,718.01","6,751.17","6,694.94",-,0.19%,0.0019
15-Apr-15,"6,720.29","6,694.69","6,740.15","6,689.53",-,0.44%,0.0044
14-Apr-15,"6,690.54","6,681.62","6,701.27","6,662.26",-,0.31%,0.0031
13-Apr-15,"6,670.01","6,666.79","6,692.35","6,665.81",-,0.08%,0.0008
10-Apr-15,"6,664.69","6,663.30","6,673.00","6,655.75",-,-0.01%,-0.0001
9-Apr-15,"6,665.04","6,663.67","6,677.50","6,627.18",-,-0.06%,-0.0006
8-Apr-15,"6,669.33","6,665.82","6,697.61","6,647.84",-,0.33%,0.0033
7-Apr-15,"6,647.07","6,672.81","6,687.28","6,646.74",-,-0.36%,-0.0036
6-Apr-15,"6,671.03","6,619.00","6,693.15","6,609.26",-,0.33%,0.0033
2-Apr-15,"6,649.34","6,609.27","6,655.22","6,609.03",-,0.71%,0.0070
1-Apr-15,"6,602.61","6,593.97","6,616.09","6,557.56",-,0.19%,0.0019
31-Mar-15,"6,590.22","6,590.59","6,613.16","6,577.93",-,-0.64%,-0.0064
30-Mar-15,"6,632.58","6,592.30","6,648.92","6,592.30",-,1.00%,0.0099
27-Mar-15,"6,566.68","6,577.35","6,580.30","6,548.24",-,-0.27%,-0.0027
26-Mar-15,"6,584.55","6,584.84","6,606.03","6,542.88",-,-0.31%,-0.0031
25-Mar-15,"6,605.15","6,701.28","6,702.49","6,604.66",-,-1.37%,-0.0139
24-Mar-15,"6,696.78","6,728.52","6,731.78","6,696.78",-,-0.51%,-0.0052
23-Mar-15,"6,731.31","6,747.94","6,771.62","6,731.20",-,-0.17%,-0.0017
20-Mar-15,"6,742.66","6,629.01","6,749.95","6,629.01",-,1.72%,0.0169
19-Mar-15,"6,628.90","6,673.73","6,673.73","6,609.13",-,-0.99%,-0.0100
18-Mar-15,"6,694.87","6,618.84","6,710.39","6,601.41",-,0.95%,0.0094
17-Mar-15,"6,632.06","6,612.80","6,642.00","6,591.16",-,-0.16%,-0.0016
16-Mar-15,"6,642.92","6,596.63","6,650.95","6,596.63",-,1.13%,0.0111
13-Mar-15,"6,568.88","6,596.13","6,596.13","6,527.91",-,-0.75%,-0.0075
12-Mar-15,"6,618.19","6,538.69","6,618.91","6,538.69",-,1.91%,0.0188
11-Mar-15,"6,494.07","6,474.15","6,510.52","6,471.67",-,0.38%,0.0038
10-Mar-15,"6,469.58","6,563.46","6,563.46","6,469.56",-,-1.97%,-0.0201
9-Mar-15,"6,599.56","6,580.87","6,610.04","6,580.38",-,0.35%,0.0035
6-Mar-15,"6,576.77","6,639.84","6,670.30","6,564.08",-,-1.23%,-0.0125
5-Mar-15,"6,658.76","6,635.36","6,670.38","6,630.31",-,0.48%,0.0048
4-Mar-15,"6,626.97","6,647.15","6,647.15","6,604.07",-,-0.70%,-0.0071
3-Mar-15,"6,673.91","6,697.97","6,697.97","6,642.86",-,-0.44%,-0.0044
2-Mar-15,"6,703.17","6,670.63","6,703.18","6,668.16",-,0.58%,0.0058
27-Feb-15,"6,664.26","6,667.44","6,687.52","6,653.83",-,-0.12%,-0.0012
26-Feb-15,"6,671.98","6,695.63","6,695.63","6,655.15",-,-0.27%,-0.0027
25-Feb-15,"6,689.74","6,695.51","6,713.01","6,679.63",-,-0.05%,-0.0005
24-Feb-15,"6,693.21","6,674.95","6,709.33","6,673.96",-,0.20%,0.0020
23-Feb-15,"6,680.00","6,693.20","6,693.20","6,652.60",-,-0.52%,-0.0052
20-Feb-15,"6,714.59","6,646.01","6,719.56","6,615.30",-,0.91%,0.0090
19-Feb-15,"6,654.03","6,668.68","6,680.13","6,650.84",-,-0.47%,-0.0047
18-Feb-15,"6,685.24","6,687.26","6,698.37","6,671.44",-,-0.03%,-0.0003
17-Feb-15,"6,687.25","6,653.77","6,701.70","6,653.77",-,0.50%,0.0050
13-Feb-15,"6,653.76","6,650.99","6,673.26","6,635.63",-,0.18%,0.0018
12-Feb-15,"6,641.97","6,580.69","6,645.09","6,580.69",-,1.27%,0.0125
11-Feb-15,"6,558.97","6,560.77","6,574.48","6,530.23",-,-0.22%,-0.0022
10-Feb-15,"6,573.11","6,556.93","6,581.08","6,514.33",-,0.67%,0.0066
9-Feb-15,"6,529.44","6,519.23","6,546.73","6,511.19",-,-0.19%,-0.0019
6-Feb-15,"6,541.73","6,568.31","6,602.50","6,528.62",-,-0.05%,-0.0005
5-Feb-15,"6,544.86","6,492.18","6,548.38","6,487.87",-,1.12%,0.0110
4-Feb-15,"6,472.68","6,471.21","6,515.23","6,462.98",-,-0.33%,-0.0033
3-Feb-15,"6,494.20","6,420.33","6,495.41","6,420.33",-,1.66%,0.0163
2-Feb-15,"6,388.32","6,320.46","6,395.41","6,281.64",-,1.34%,0.0132
30-Jan-15,"6,304.12","6,366.88","6,392.47","6,303.76",-,-1.72%,-0.0175
29-Jan-15,"6,414.53","6,366.47","6,422.40","6,343.48",-,0.84%,0.0083
28-Jan-15,"6,361.00","6,495.32","6,496.53","6,361.00",-,-1.92%,-0.0195
27-Jan-15,"6,485.26","6,498.56","6,517.75","6,457.65",-,-0.80%,-0.0080
26-Jan-15,"6,537.37","6,494.25","6,537.54","6,481.00",-,0.54%,0.0054
23-Jan-15,"6,502.04","6,547.96","6,552.83","6,500.96",-,-0.79%,-0.0080
22-Jan-15,"6,553.86","6,450.16","6,563.81","6,430.06",-,1.91%,0.0188
21-Jan-15,"6,430.81","6,403.31","6,450.11","6,378.22",-,0.24%,0.0024
20-Jan-15,"6,415.23","6,448.02","6,468.45","6,395.94",-,-0.15%,-0.0015
16-Jan-15,"6,424.65","6,348.92","6,425.78","6,329.96",-,0.96%,0.0095
15-Jan-15,"6,363.76","6,412.40","6,432.92","6,353.52",-,-0.74%,-0.0074
14-Jan-15,"6,410.88","6,479.47","6,479.47","6,337.44",-,-1.06%,-0.0107
13-Jan-15,"6,479.46","6,486.82","6,569.42","6,432.07",-,-0.11%,-0.0011
12-Jan-15,"6,486.81","6,531.39","6,535.72","6,461.54",-,-0.65%,-0.0066
9-Jan-15,"6,529.38","6,611.91","6,611.91","6,517.55",-,-1.23%,-0.0124
8-Jan-15,"6,610.37","6,570.89","6,623.93","6,570.89",-,1.07%,0.0105
7-Jan-15,"6,540.66","6,478.25","6,548.61","6,478.25",-,0.96%,0.0095
6-Jan-15,"6,478.24","6,571.50","6,573.97","6,449.28",-,-1.38%,-0.0140
5-Jan-15,"6,568.72","6,665.79","6,665.79","6,553.03",-,-2.12%,-0.0216
2-Jan-15,"6,710.68","6,732.92","6,749.40","6,668.15",-,0.05%,0.0005
31-Dec-14,"6,707.16","6,790.77","6,794.78","6,705.31",-,-1.00%,-0.0101
30-Dec-14,"6,774.77","6,780.03","6,788.44","6,763.40",-,-0.31%,-0.0031
29-Dec-14,"6,795.73","6,777.78","6,815.69","6,763.73",-,0.09%,0.0009
26-Dec-14,"6,789.65","6,791.23","6,811.73","6,789.65",-,0.13%,0.0013
24-Dec-14,"6,780.63","6,793.99","6,798.97","6,777.98",-,-0.03%,-0.0003
23-Dec-14,"6,782.58","6,760.97","6,800.19","6,760.97",-,0.45%,0.0044
22-Dec-14,"6,752.43","6,724.18","6,753.38","6,724.04",-,0.42%,0.0042
19-Dec-14,"6,724.16","6,716.66","6,746.47","6,698.37",-,0.10%,0.0010
18-Dec-14,"6,717.33","6,642.57","6,717.34","6,642.57",-,1.93%,0.0189
17-Dec-14,"6,590.40","6,481.29","6,591.73","6,478.63",-,1.84%,0.0181
16-Dec-14,"6,471.25","6,470.34","6,573.68","6,444.01",-,-0.37%,-0.0037
15-Dec-14,"6,495.18","6,585.03","6,599.99","6,465.41",-,-1.00%,-0.0101
12-Dec-14,"6,560.53","6,690.77","6,690.77","6,560.53",-,-1.95%,-0.0199
11-Dec-14,"6,690.77","6,690.29","6,741.15","6,681.44",-,0.20%,0.0020
10-Dec-14,"6,677.12","6,755.67","6,765.34","6,667.96",-,-1.43%,-0.0145
9-Dec-14,"6,773.70","6,793.65","6,793.65","6,702.28",-,-0.29%,-0.0029
8-Dec-14,"6,793.64","6,795.61","6,825.58","6,764.90",-,-0.15%,-0.0015
5-Dec-14,"6,804.08","6,779.54","6,815.70","6,779.54",-,0.68%,0.0067
4-Dec-14,"6,758.36","6,758.21","6,769.47","6,730.60",-,-0.21%,-0.0022
3-Dec-14,"6,772.90","6,750.07","6,776.85","6,743.69",-,0.39%,0.0038
2-Dec-14,"6,746.85","6,707.79","6,751.19","6,707.79",-,0.58%,0.0058
1-Dec-14,"6,707.79","6,744.39","6,744.39","6,699.29",-,-0.70%,-0.0071
28-Nov-14,"6,755.12","6,759.41","6,783.01","6,750.61",-,-0.06%,-0.0006
26-Nov-14,"6,759.13","6,749.03","6,759.78","6,742.78",-,0.33%,0.0033
25-Nov-14,"6,736.61","6,747.08","6,749.51","6,724.79",-,0.04%,0.0004
24-Nov-14,"6,733.79","6,715.61","6,739.15","6,712.38",-,0.61%,0.0061
21-Nov-14,"6,692.90","6,652.02","6,722.56","6,652.02",-,0.61%,0.0061
20-Nov-14,"6,652.02","6,625.71","6,652.42","6,614.59",-,-0.09%,-0.0009
19-Nov-14,"6,658.15","6,667.92","6,670.46","6,636.90",-,-0.22%,-0.0022
18-Nov-14,"6,672.84","6,659.15","6,690.55","6,659.04",-,0.33%,0.0032
17-Nov-14,"6,651.22","6,636.60","6,659.07","6,631.31",-,-0.04%,-0.0004
14-Nov-14,"6,653.71","6,654.87","6,669.60","6,646.99",-,-0.12%,-0.0012
13-Nov-14,"6,661.44","6,665.82","6,678.56","6,640.50",-,-0.04%,-0.0004
12-Nov-14,"6,664.43","6,684.77","6,684.77","6,640.34",-,-0.30%,-0.0031
11-Nov-14,"6,684.77","6,688.40","6,694.29","6,680.02",-,-0.04%,-0.0004
10-Nov-14,"6,687.52","6,661.50","6,687.92","6,659.91",-,0.40%,0.0040
7-Nov-14,"6,661.08","6,651.73","6,666.37","6,629.06",-,0.06%,0.0006
6-Nov-14,"6,657.32","6,677.77","6,680.07","6,630.02",-,-0.31%,-0.0031
5-Nov-14,"6,677.77","6,664.29","6,677.90","6,646.57",-,0.55%,0.0055
4-Nov-14,"6,641.27","6,636.83","6,641.34","6,594.87",-,-0.15%,-0.0015
3-Nov-14,"6,650.98","6,651.23","6,665.15","6,632.84",-,-0.11%,-0.0011
31-Oct-14,"6,658.01","6,608.12","6,660.27","6,608.12",-,1.45%,0.0143
30-Oct-14,"6,562.77","6,508.29","6,579.15","6,501.67",-,0.76%,0.0075
29-Oct-14,"6,513.50","6,527.09","6,541.83","6,472.74",-,-0.29%,-0.0029
28-Oct-14,"6,532.22","6,473.37","6,532.23","6,473.37",-,1.32%,0.0130
27-Oct-14,"6,447.01","6,431.75","6,448.84","6,403.17",-,-0.07%,-0.0007
24-Oct-14,"6,451.70","6,412.44","6,454.76","6,405.21",-,0.74%,0.0073
23-Oct-14,"6,404.39","6,388.13","6,438.25","6,388.13",-,0.94%,0.0093
22-Oct-14,"6,344.55","6,395.32","6,410.10","6,343.89",-,-0.91%,-0.0092
21-Oct-14,"6,402.78","6,333.59","6,407.90","6,333.40",-,1.65%,0.0162
20-Oct-14,"6,298.75","6,248.50","6,300.10","6,240.99",-,0.79%,0.0078
17-Oct-14,"6,249.53","6,219.07","6,273.27","6,213.48",-,1.42%,0.0140
16-Oct-14,"6,162.09","6,093.74","6,205.22","6,058.25",-,-0.15%,-0.0015
15-Oct-14,"6,171.19","6,211.03","6,212.39","6,048.75",-,-1.66%,-0.0169
14-Oct-14,"6,275.34","6,256.63","6,320.94","6,249.64",-,0.34%,0.0034
13-Oct-14,"6,253.78","6,306.10","6,337.02","6,252.36",-,-0.47%,-0.0047
10-Oct-14,"6,283.14","6,346.71","6,388.81","6,282.48",-,-1.09%,-0.0110
9-Oct-14,"6,352.53","6,464.83","6,464.83","6,344.13",-,-2.04%,-0.0208
8-Oct-14,"6,484.93","6,374.98","6,485.99","6,356.55",-,1.87%,0.0184
7-Oct-14,"6,365.87","6,439.47","6,440.07","6,365.46",-,-1.58%,-0.0161
6-Oct-14,"6,468.10","6,482.89","6,499.70","6,448.99",-,0.21%,0.0021
3-Oct-14,"6,454.50","6,414.49","6,461.25","6,414.49",-,0.98%,0.0097
2-Oct-14,"6,392.17","6,389.69","6,407.94","6,330.08",-,-0.21%,-0.0021
1-Oct-14,"6,405.35","6,463.33","6,465.48","6,390.74",-,-0.93%,-0.0094
30-Sep-14,"6,465.50","6,482.93","6,503.03","6,453.47",-,-0.28%,-0.0028
29-Sep-14,"6,483.51","6,477.72","6,493.81","6,450.15",-,-0.73%,-0.0074
26-Sep-14,"6,531.29","6,484.40","6,542.35","6,478.95",-,0.84%,0.0084
25-Sep-14,"6,476.62","6,566.25","6,566.25","6,473.39",-,-1.58%,-0.0160
24-Sep-14,"6,580.50","6,547.57","6,584.33","6,534.49",-,0.48%,0.0048
23-Sep-14,"6,549.01","6,584.94","6,603.97","6,548.83",-,-0.71%,-0.0071
22-Sep-14,"6,595.56","6,646.36","6,646.36","6,590.11",-,-0.82%,-0.0082
19-Sep-14,"6,649.90","6,694.61","6,705.54","6,640.63",-,-0.43%,-0.0043
18-Sep-14,"6,678.59","6,640.95","6,685.72","6,640.95",-,0.97%,0.0096
17-Sep-14,"6,614.44","6,617.18","6,649.77","6,591.82",-,0.10%,0.0010
16-Sep-14,"6,608.06","6,567.01","6,619.44","6,564.30",-,0.42%,0.0042
15-Sep-14,"6,580.35","6,586.91","6,589.41","6,568.33",-,-0.15%,-0.0015
12-Sep-14,"6,590.46","6,609.31","6,618.92","6,571.99",-,-0.29%,-0.0029
11-Sep-14,"6,609.32","6,589.32","6,615.93","6,584.90",-,-0.04%,-0.0004
10-Sep-14,"6,612.08","6,591.73","6,618.61","6,585.24",-,0.40%,0.0040
9-Sep-14,"6,585.54","6,623.63","6,623.63","6,574.42",-,-0.78%,-0.0079
8-Sep-14,"6,637.62","6,654.67","6,660.36","6,621.31",-,-0.42%,-0.0042
5-Sep-14,"6,665.61","6,643.05","6,665.62","6,615.35",-,0.18%,0.0018
4-Sep-14,"6,653.70","6,662.91","6,694.22","6,637.27",-,-0.10%,-0.0010
3-Sep-14,"6,660.33","6,677.11","6,687.79","6,647.63",-,0.22%,0.0022
2-Sep-14,"6,645.90","6,637.66","6,650.35","6,618.37",-,0.23%,0.0023
29-Aug-14,"6,630.91","6,615.24","6,633.60","6,605.49",-,0.41%,0.0041
28-Aug-14,"6,603.96","6,613.45","6,613.45","6,588.20",-,-0.52%,-0.0053
27-Aug-14,"6,638.79","6,649.57","6,651.81","6,629.36",-,0.08%,0.0008
26-Aug-14,"6,633.28","6,626.10","6,650.82","6,626.10",-,0.18%,0.0018
25-Aug-14,"6,621.55","6,600.99","6,641.76","6,600.99",-,0.67%,0.0067
22-Aug-14,"6,577.32","6,601.61","6,608.93","6,569.62",-,-0.37%,-0.0037
21-Aug-14,"6,601.87","6,553.74","6,611.31","6,553.74",-,0.85%,0.0085
20-Aug-14,"6,546.08","6,526.18","6,551.79","6,515.24",-,0.09%,0.0009
19-Aug-14,"6,540.47","6,538.41","6,550.15","6,533.91",-,0.16%,0.0016
18-Aug-14,"6,529.74","6,485.95","6,531.71","6,485.95",-,0.92%,0.0091
15-Aug-14,"6,470.18","6,509.80","6,518.60","6,428.64",-,-0.33%,-0.0033
14-Aug-14,"6,491.28","6,456.03","6,491.40","6,456.03",-,0.55%,0.0054
13-Aug-14,"6,456.03","6,440.89","6,465.37","6,436.77",-,0.61%,0.0061
12-Aug-14,"6,416.83","6,405.30","6,435.04","6,400.17",-,0.19%,0.0019
11-Aug-14,"6,404.41","6,397.88","6,422.73","6,393.67",-,0.19%,0.0019
8-Aug-14,"6,392.22","6,346.63","6,393.29","6,328.38",-,0.79%,0.0078
7-Aug-14,"6,342.27","6,404.20","6,412.67","6,326.99",-,-0.59%,-0.0060
6-Aug-14,"6,380.19","6,348.89","6,399.54","6,347.20",-,0.25%,0.0025
5-Aug-14,"6,364.30","6,411.00","6,412.69","6,345.30",-,-1.14%,-0.0116
4-Aug-14,"6,437.90","6,394.45","6,445.91","6,387.04",-,0.68%,0.0067
1-Aug-14,"6,394.45","6,419.06","6,447.40","6,371.06",-,-0.67%,-0.0067
31-Jul-14,"6,437.55","6,517.37","6,525.29","6,437.55",-,-1.87%,-0.0191
30-Jul-14,"6,560.36","6,553.80","6,578.36","6,527.53",-,0.39%,0.0039
29-Jul-14,"6,534.58","6,570.24","6,581.91","6,534.58",-,-0.50%,-0.0050
28-Jul-14,"6,567.15","6,554.75","6,573.06","6,529.88",-,0.17%,0.0017
25-Jul-14,"6,556.21","6,584.08","6,584.08","6,545.23",-,-0.42%,-0.0042
24-Jul-14,"6,584.07","6,578.17","6,591.25","6,574.67",-,0.38%,0.0038
23-Jul-14,"6,559.28","6,557.13","6,567.58","6,547.23",-,0.19%,0.0019
22-Jul-14,"6,547.09","6,537.48","6,556.88","6,534.44",-,0.36%,0.0035
21-Jul-14,"6,523.90","6,516.93","6,529.86","6,496.68",-,-0.29%,-0.0029
18-Jul-14,"6,542.78","6,496.83","6,549.75","6,496.83",-,0.96%,0.0095
