BLK,2020-12-31,"$1,848"
BLK,2020-09-30,"$1,757"
BLK,2020-06-30,"$1,406"
BLK,2020-03-31,$684
BLK,2019-12-31,"$1,538"
BLK,2019-09-30,"$1,502"
BLK,2019-06-30,"$1,278"
BLK,2019-03-31,"$1,233"
BLK,2018-12-31,"$1,246"
BLK,2018-09-30,"$1,396"
BLK,2018-06-30,"$1,440"
BLK,2018-03-31,"$1,375"
BLK,2017-12-31,"$1,485"
BLK,2017-09-30,"$1,389"
BLK,2017-06-30,"$1,237"
BLK,2017-03-31,"$1,143"
BLK,2016-12-31,"$1,220"
BLK,2016-09-30,"$1,209"
BLK,2016-06-30,"$1,173"
BLK,2016-03-31,$963
BLK,2015-12-31,"$1,137"
BLK,2015-09-30,"$1,222"
BLK,2015-06-30,"$1,238"
BLK,2015-03-31,"$1,067"
BLK,2014-12-31,"$1,144"
BLK,2014-09-30,"$1,157"
BLK,2014-06-30,"$1,122"
BLK,2014-03-31,"$1,051"
BLK,2013-12-31,"$1,133"
BLK,2013-09-30,$966
BLK,2013-06-30,$849
BLK,2013-03-31,$909
BLK,2012-12-31,"$1,005"
BLK,2012-09-30,$875
BLK,2012-06-30,$829
BLK,2012-03-31,$815
BLK,2011-12-31,$808
BLK,2011-09-30,$777
BLK,2011-06-30,$866
BLK,2011-03-31,$798
BLK,2010-12-31,$940
BLK,2010-09-30,$707
BLK,2010-06-30,$697
BLK,2010-03-31,$654
BLK,2009-12-31,$389
BLK,2009-09-30,$357
BLK,2009-06-30,$261
BLK,2009-03-31,$271
BLK,2008-12-31,$338
BLK,2008-09-30,$454
BLK,2008-06-30,$405
BLK,2008-03-31,$396
BLK,2007-12-31,$468
BLK,2007-09-30,$272
BLK,2007-06-30,$282
BLK,2007-03-31,$272
BLK,2006-12-31,$246
BLK,2006-09-30,$29
BLK,2006-06-30,$97
BLK,2006-03-31,$100
BLK,2005-12-31,$112
BLK,2005-09-30,$80
BLK,2005-06-30,$82
BLK,2005-03-31,$67
CME,2020-12-31,$515
CME,2020-09-30,$525
CME,2020-06-30,$638
CME,2020-03-31,$960
CME,2019-12-31,$573
CME,2019-09-30,$685
CME,2019-06-30,$699
CME,2019-03-31,$631
CME,2018-12-31,$650
CME,2018-09-30,$550
CME,2018-06-30,$667
CME,2018-03-31,$741
CME,2017-12-31,$537
CME,2017-09-30,$568
CME,2017-06-30,$605
CME,2017-03-31,$601
CME,2016-12-31,$538
CME,2016-09-30,$525
CME,2016-06-30,$563
CME,2016-03-31,$574
CME,2015-12-31,$470
CME,2015-09-30,$516
CME,2015-06-30,$495
CME,2015-03-31,$507
CME,2014-12-31,$472
CME,2014-09-30,$430
CME,2014-06-30,$412
CME,2014-03-31,$455
CME,2013-12-31,$323
CME,2013-09-30,$401
CME,2013-06-30,$508
CME,2013-03-31,$406
CME,2012-12-31,$376
CME,2012-09-30,$396
CME,2012-06-30,$469
CME,2012-03-31,$451
CME,2011-12-31,$390
CME,2011-09-30,$572
CME,2011-06-30,$535
CME,2011-03-31,$524
CME,2010-12-31,$458
CME,2010-09-30,$443
CME,2010-06-30,$515
CME,2010-03-31,$415
CME,2009-12-31,$403
CME,2009-09-30,$401
CME,2009-06-30,$399
CME,2009-03-31,$386
CME,2008-12-31,$418
CME,2008-09-30,$421
CME,2008-06-30,$344
CME,2008-03-31,$400
CME,2007-12-31,$314
CME,2007-09-30,$345
CME,2007-06-30,$192
CME,2007-03-31,$201
CME,2006-12-31,$159
CME,2006-09-30,$157
CME,2006-06-30,$167
CME,2006-03-31,$139
CME,2005-12-31,$81
CME,2005-09-30,$120
CME,2005-06-30,$149
CME,2005-03-31,$128
BX,2020-12-31,"$2,063"
BX,2020-09-30,"$1,740"
BX,2020-06-30,"$1,383"
BX,2020-03-31,"$-2,396"
BX,2019-12-31,"$1,038"
BX,2019-09-30,$841
BX,2019-06-30,$668
BX,2019-03-31,"$1,026"
BX,2018-12-31,$55
BX,2018-09-30,$950
BX,2018-06-30,"$1,656"
BX,2018-03-31,$825
BX,2017-12-31,$989
BX,2017-09-30,$872
BX,2017-06-30,$696
BX,2017-03-31,"$1,033"
BX,2016-12-31,$786
BX,2016-09-30,$695
BX,2016-06-30,$517
BX,2016-03-31,$352
BX,2015-12-31,$379
BX,2015-09-30,$-429
BX,2015-06-30,$348
BX,2015-03-31,"$1,401"
BX,2014-12-31,"$1,233"
BX,2014-09-30,$656
BX,2014-06-30,"$1,198"
BX,2014-03-31,$663
BX,2013-12-31,"$1,407"
BX,2013-09-30,$457
BX,2013-06-30,$553
BX,2013-03-31,$438
BX,2012-12-31,$357
BX,2012-09-30,$391
BX,2012-06-30,$-99
BX,2012-03-31,$183
BX,2011-12-31,$60
BX,2011-09-30,$-651
BX,2011-06-30,$338
BX,2011-03-31,$176
BX,2010-12-31,$109
BX,2010-09-30,$-130
BX,2010-06-30,$-570
BX,2010-03-31,$-392
BX,2009-12-31,$-438
BX,2009-09-30,$-496
BX,2009-06-30,$-645
BX,2009-03-31,$-876
BX,2008-12-31,"$-1,595"
BX,2008-09-30,"$-1,287"
BX,2008-06-30,$-804
BX,2008-03-31,"$-1,027"
BX,2007-12-31,$-716
BX,2007-09-30,$-522
BX,2007-06-30,$490
BX,2007-03-31,"$1,065"
BX,2006-09-30,$336
BX,2006-06-30,$198
USB,2020-12-31,
USB,2020-09-30,
USB,2020-06-30,
USB,2020-03-31,
USB,2019-12-31,
USB,2019-09-30,
USB,2019-06-30,
USB,2019-03-31,
USB,2018-12-31,
USB,2018-09-30,
USB,2018-06-30,
USB,2018-03-31,
USB,2017-12-31,
USB,2017-09-30,
USB,2017-06-30,
USB,2017-03-31,
USB,2016-12-31,
USB,2016-09-30,
USB,2016-06-30,
USB,2016-03-31,
USB,2015-12-31,
USB,2015-09-30,
USB,2015-06-30,
USB,2015-03-31,
USB,2014-12-31,
USB,2014-09-30,
USB,2014-06-30,
USB,2014-03-31,
USB,2013-12-31,
