BLK,2020-12-31,155
BLK,2020-09-30,154
BLK,2020-06-30,155
BLK,2020-03-31,156
BLK,2019-12-31,157
BLK,2019-09-30,156
BLK,2019-06-30,156
BLK,2019-03-31,159
BLK,2018-12-31,162
BLK,2018-09-30,161
BLK,2018-06-30,162
BLK,2018-03-31,163
BLK,2017-12-31,164
BLK,2017-09-30,164
BLK,2017-06-30,164
BLK,2017-03-31,165
BLK,2016-12-31,167
BLK,2016-09-30,166
BLK,2016-06-30,167
BLK,2016-03-31,167
BLK,2015-12-31,169
BLK,2015-09-30,169
BLK,2015-06-30,169
BLK,2015-03-31,170
BLK,2014-12-31,171
BLK,2014-09-30,171
BLK,2014-06-30,171
BLK,2014-03-31,172
BLK,2013-12-31,174
BLK,2013-09-30,173
BLK,2013-06-30,174
BLK,2013-03-31,175
BLK,2012-12-31,178
BLK,2012-09-30,175
BLK,2012-06-30,180
BLK,2012-03-31,182
BLK,2011-12-31,187
BLK,2011-09-30,182
BLK,2011-06-30,191
BLK,2011-03-31,194
BLK,2010-12-31,193
BLK,2010-09-30,192
BLK,2010-06-30,193
BLK,2010-03-31,192
BLK,2009-12-31,139
BLK,2009-09-30,136
BLK,2009-06-30,133
BLK,2009-03-31,132
BLK,2008-12-31,131
BLK,2008-09-30,132
BLK,2008-06-30,132
BLK,2008-03-31,132
BLK,2007-12-31,131
BLK,2007-09-30,131
BLK,2007-06-30,131
BLK,2007-03-31,132
BLK,2006-12-31,83
BLK,2006-09-30,67
BLK,2006-06-30,67
BLK,2006-03-31,67
BLK,2005-12-31,67
BLK,2005-09-30,67
BLK,2005-06-30,67
BLK,2005-03-31,67
CME,2020-12-31,359
CME,2020-09-30,359
CME,2020-06-30,358
CME,2020-03-31,358
CME,2019-12-31,358
CME,2019-09-30,358
CME,2019-06-30,358
CME,2019-03-31,358
CME,2018-12-31,344
CME,2018-09-30,341
CME,2018-06-30,341
CME,2018-03-31,341
CME,2017-12-31,340
CME,2017-09-30,340
CME,2017-06-30,340
CME,2017-03-31,340
CME,2016-12-31,339
CME,2016-09-30,339
CME,2016-06-30,339
CME,2016-03-31,339
CME,2015-12-31,338
CME,2015-09-30,338
CME,2015-06-30,338
CME,2015-03-31,337
CME,2014-12-31,336
CME,2014-09-30,336
CME,2014-06-30,336
CME,2014-03-31,336
CME,2013-12-31,334
CME,2013-09-30,335
CME,2013-06-30,334
CME,2013-03-31,333
CME,2012-12-31,332
CME,2012-09-30,332
CME,2012-06-30,332
CME,2012-03-31,332
CME,2011-12-31,334
CME,2011-09-30,333
CME,2011-06-30,335
CME,2011-03-31,335
CME,2010-12-31,332
CME,2010-09-30,334
CME,2010-06-30,329
CME,2010-03-31,332
CME,2009-12-31,333
CME,2009-09-30,334
CME,2009-06-30,333
CME,2009-03-31,332
CME,2008-12-31,295
CME,2008-09-30,300
CME,2008-06-30,274
CME,2008-03-31,270
CME,2007-12-31,221
CME,2007-09-30,261
CME,2007-06-30,176
CME,2007-03-31,176
CME,2006-12-31,176
CME,2006-09-30,176
CME,2006-06-30,175
CME,2006-03-31,175
CME,2005-12-31,174
CME,2005-09-30,174
CME,2005-06-30,174
CME,2005-03-31,174
BX,2020-12-31,697.0
BX,2020-09-30,701.0
BX,2020-06-30,1204.0
BX,2020-03-31,676.0
BX,2019-12-31,676.0
BX,2019-09-30,676.0
BX,2019-06-30,674.0
BX,2019-03-31,1200.0
BX,2018-12-31,543.0
BX,2018-09-30,1206.0
BX,2018-06-30,682.0
BX,2018-03-31,1211.0
BX,2017-12-31,676.0
BX,2017-09-30,1201.0
BX,2017-06-30,1200.0
BX,2017-03-31,1200.0
BX,2016-12-31,1195.0
BX,2016-09-30,1196.0
BX,2016-06-30,1194.0
BX,2016-03-31,1194.0
BX,2015-12-31,1188.0
BX,2015-09-30,639.0
BX,2015-06-30,634.0
