company,date,total debt,equity,DERatio
ALLY,12/31/12,$0.00 ,,0
ALLY,3/31/13,$0.00 ,$0.00 ,0
ALLY,6/30/13,$131.46 ,$19.17 ,6.86
ALLY,9/30/13,$131.50 ,$19.06 ,6.9
ALLY,12/31/13,$136.96 ,$14.21 ,9.64
ALLY,3/31/14,$133.99 ,$14.46 ,9.27
ALLY,6/30/14,$135.06 ,$14.88 ,9.08
ALLY,9/30/14,$134.01 ,$15.19 ,8.82
ALLY,12/31/14,$136.23 ,$15.40 ,8.85
ALLY,3/31/15,$137.59 ,$15.93 ,8.64
ALLY,6/30/15,$142.18 ,$14.30 ,9.95
ALLY,9/30/15,$141.51 ,$14.60 ,9.69
ALLY,12/31/15,$145.14 ,$13.44 ,10.8
ALLY,3/31/16,$142.68 ,$13.82 ,10.32
ALLY,6/30/16,$144.32 ,$13.61 ,10.6
ALLY,9/30/16,$143.77 ,$13.63 ,10.55
ALLY,12/31/16,$150.41 ,$13.32 ,11.3
ALLY,3/31/17,$148.74 ,$13.37 ,11.13
ALLY,6/30/17,$150.87 ,$13.47 ,11.2
ALLY,9/30/17,$150.44 ,$13.57 ,11.08
ALLY,12/31/17,$153.65 ,$13.49 ,11.39
ALLY,3/31/18,$156.94 ,$13.08 ,12
ALLY,6/30/18,$158.21 ,$13.14 ,12.04
ALLY,9/30/18,$160.02 ,$13.09 ,12.23
ALLY,12/31/18,$165.60 ,$13.27 ,12.48
ALLY,3/31/19,$166.42 ,$13.70 ,12.15
ALLY,6/30/19,$166.13 ,$14.32 ,11.61
ALLY,9/30/19,$167.04 ,$14.45 ,11.56
ALLY,12/31/19,$166.23 ,$14.42 ,11.53
ALLY,3/31/20,$169.01 ,$13.52 ,12.5
ALLY,6/30/20,$170.24 ,$13.83 ,12.31
ALLY,9/30/20,$171.14 ,$14.13 ,12.12
ALLY,12/31/20,$167.46 ,$14.70 ,11.39
AMG,3/31/05,$1.19 ,$0.74 ,1.61
AMG,6/30/05,$1.21 ,$0.77 ,1.58
AMG,9/30/05,$1.45 ,$0.81 ,1.79
AMG,12/31/05,$1.50 ,$0.82 ,1.84
AMG,3/31/06,$1.58 ,$0.82 ,1.93
AMG,6/30/06,$1.91 ,$0.54 ,3.52
AMG,9/30/06,$2.00 ,$0.54 ,3.73
AMG,12/31/06,$2.17 ,$0.50 ,4.34
AMG,3/31/07,$2.05 ,$0.51 ,4
AMG,6/30/07,$2.09 ,$0.59 ,3.53
AMG,9/30/07,$2.11 ,$0.64 ,3.3
AMG,12/31/07,$2.93 ,$0.47 ,6.24
AMG,3/31/08,$2.18 ,$1.12 ,1.94
AMG,6/30/08,$2.17 ,$1.17 ,1.86
AMG,9/30/08,$2.32 ,$1.20 ,1.93
AMG,12/31/08,$2.04 ,$1.17 ,1.74
AMG,3/31/09,$1.70 ,$1.29 ,1.32
AMG,6/30/09,$1.75 ,$1.33 ,1.32
AMG,9/30/09,$1.89 ,$1.43 ,1.32
AMG,12/31/09,$1.91 ,$1.48 ,1.29
AMG,3/31/10,$2.33 ,$1.54 ,1.51
AMG,6/30/10,$2.90 ,$2.04 ,1.43
AMG,9/30/10,$2.74 ,$2.21 ,1.24
AMG,12/31/10,$2.91 ,$2.38 ,1.22
AMG,3/31/11,$2.91 ,$2.35 ,1.24
AMG,6/30/11,$2.86 ,$2.46 ,1.16
AMG,9/30/11,$2.69 ,$2.44 ,1.1
AMG,12/31/11,$2.72 ,$2.50 ,1.09
AMG,3/31/12,$2.74 ,$2.47 ,1.11
AMG,6/30/12,$2.88 ,$2.74 ,1.05
AMG,9/30/12,$3.18 ,$2.86 ,1.11
AMG,12/31/12,$3.15 ,$3.04 ,1.03
AMG,3/31/13,$3.19 ,$3.04 ,1.05
AMG,6/30/13,$2.98 ,$3.09 ,0.96
AMG,9/30/13,$3.26 ,$3.00 ,1.09
AMG,12/31/13,$3.17 ,$3.15 ,1.01
AMG,3/31/14,$3.25 ,$3.38 ,0.96
AMG,6/30/14,$3.22 ,$3.51 ,0.92
AMG,9/30/14,$3.37 ,$3.51 ,0.96
AMG,12/31/14,$4.06 ,$3.64 ,1.11
AMG,3/31/15,$3.95 ,$3.55 ,1.11
AMG,6/30/15,$4.04 ,$3.64 ,1.11
AMG,9/30/15,$3.93 ,$3.61 ,1.09
AMG,12/31/15,$4.00 ,$3.77 ,1.06
AMG,3/31/16,$4.32 ,$3.77 ,1.15
AMG,6/30/16,$4.25 ,$3.79 ,1.12
AMG,9/30/16,$4.29 ,$4.03 ,1.07
AMG,12/31/16,$4.32 ,$4.43 ,0.98
AMG,3/31/17,$4.22 ,$4.37 ,0.97
AMG,6/30/17,$4.26 ,$4.37 ,0.98
AMG,9/30/17,$4.30 ,$4.40 ,0.98
AMG,12/31/17,$4.12 ,$4.58 ,0.9
AMG,3/31/18,$4.16 ,$4.42 ,0.94
AMG,6/30/18,$4.13 ,$4.36 ,0.95
AMG,9/30/18,$4.22 ,$4.32 ,0.98
AMG,12/31/18,$4.08 ,$4.14 ,0.99
AMG,3/31/19,$3.92 ,$3.76 ,1.04
AMG,6/30/19,$3.90 ,$3.83 ,1.02
AMG,9/30/19,$4.05 ,$3.63 ,1.11
AMG,12/31/19,$4.15 ,$3.50 ,1.19
AMG,3/31/20,$3.97 ,$3.51 ,1.13
AMG,6/30/20,$4.15 ,$3.34 ,1.24
AMG,9/30/20,$4.34 ,$3.33 ,1.3
AMG,12/31/20,$4.57 ,$3.32 ,1.38
AMP,3/31/05,$0.00 ,,0
AMP,6/30/05,$0.00 ,,0
AMP,9/30/05,$84.54 ,$7.74 ,10.93
AMP,12/31/05,$85.43 ,$7.69 ,11.11
AMP,3/31/06,$88.48 ,$7.34 ,12.05
AMP,6/30/06,$88.81 ,$7.24 ,12.28
AMP,9/30/06,$91.75 ,$7.75 ,11.83
AMP,12/31/06,$96.56 ,$7.93 ,12.18
AMP,3/31/07,$97.43 ,$7.73 ,12.6
AMP,6/30/07,$100.53 ,$7.60 ,13.23
AMP,9/30/07,$102.10 ,$7.76 ,13.16
AMP,12/31/07,$101.42 ,$7.81 ,12.99
AMP,3/31/08,$97.32 ,$7.58 ,12.84
AMP,6/30/08,$96.95 ,$7.31 ,13.26
AMP,9/30/08,$92.43 ,$6.72 ,13.76
AMP,12/31/08,$89.11 ,$6.47 ,13.78
AMP,3/31/09,$87.94 ,$6.64 ,13.25
AMP,6/30/09,$94.84 ,$8.37 ,11.33
AMP,9/30/09,$101.81 ,$9.39 ,10.84
AMP,12/31/09,$103.90 ,$9.87 ,10.53
AMP,3/31/10,$111.68 ,$10.70 ,10.44
AMP,6/30/10,$109.99 ,$11.12 ,9.89
AMP,9/30/10,$117.54 ,$11.50 ,10.22
AMP,12/31/10,$119.93 ,$11.29 ,10.63
AMP,3/31/11,$122.64 ,$11.19 ,10.96
AMP,6/30/11,$123.91 ,$11.23 ,11.04
AMP,9/30/11,$119.39 ,$10.99 ,10.87
AMP,12/31/11,$122.61 ,$9.69 ,12.65
AMP,3/31/12,$127.01 ,$9.75 ,13.03
AMP,6/30/12,$125.66 ,$9.61 ,13.07
AMP,9/30/12,$128.74 ,$9.82 ,13.11
AMP,12/31/12,$125.02 ,$9.71 ,12.87
AMP,3/31/13,$127.68 ,$9.62 ,13.28
AMP,6/30/13,$128.28 ,$8.98 ,14.28
AMP,9/30/13,$131.04 ,$9.17 ,14.29
AMP,12/31/13,$135.34 ,$9.23 ,14.66
AMP,3/31/14,$136.52 ,$9.45 ,14.45
AMP,6/30/14,$139.48 ,$9.68 ,14.41
AMP,9/30/14,$137.85 ,$9.34 ,14.76
AMP,12/31/14,$139.51 ,$9.31 ,14.99
AMP,3/31/15,$142.19 ,$9.26 ,15.36
AMP,6/30/15,$139.81 ,$9.00 ,15.54
AMP,9/30/15,$136.50 ,$8.82 ,15.47
AMP,12/31/15,$136.96 ,$8.38 ,16.35
AMP,3/31/16,$133.16 ,$7.09 ,18.77
AMP,6/30/16,$135.60 ,$7.09 ,19.13
AMP,9/30/16,$136.83 ,$6.80 ,20.13
AMP,12/31/16,$133.53 ,$6.29 ,21.22
AMP,3/31/17,$134.63 ,$6.23 ,21.62
AMP,6/30/17,$136.89 ,$6.25 ,21.9
AMP,9/30/17,$139.18 ,$6.31 ,22.08
AMP,12/31/17,$141.49 ,$6.00 ,23.6
AMP,3/31/18,$138.92 ,$5.84 ,23.79
AMP,6/30/18,$137.64 ,$5.63 ,24.44
AMP,9/30/18,$139.57 ,$5.62 ,24.84
AMP,12/31/18,$131.63 ,$5.59 ,23.56
AMP,3/31/19,$138.56 ,$5.84 ,23.71
AMP,6/30/19,$142.65 ,$6.03 ,23.66
AMP,9/30/19,$143.52 ,$6.00 ,23.93
AMP,12/31/19,$146.10 ,$5.73 ,25.5
AMP,3/31/20,$138.99 ,$6.69 ,20.77
AMP,6/30/20,$148.40 ,$6.50 ,22.83
AMP,9/30/20,$152.62 ,$6.07 ,25.16
AMP,12/31/20,$160.02 ,$5.87 ,27.27
ANAT,3/31/05,$0.00 ,,0
ANAT,6/30/05,$0.00 ,,0
ANAT,9/30/05,$0.00 ,,0
ANAT,12/31/05,$14.14 ,$3.38 ,4.19
ANAT,3/31/06,$14.17 ,$3.39 ,4.18
ANAT,6/30/06,$14.12 ,$3.37 ,4.2
ANAT,9/30/06,$14.23 ,$3.49 ,4.08
ANAT,12/31/06,$14.36 ,$3.58 ,4.02
ANAT,3/31/07,$14.52 ,$3.61 ,4.02
ANAT,6/30/07,$14.68 ,$3.65 ,4.02
ANAT,9/30/07,$0.00 ,,0
ANAT,12/31/07,$0.00 ,,0
ANAT,3/31/08,$0.00 ,,0
ANAT,6/30/08,$0.00 ,,0
ANAT,9/30/08,$0.00 ,$0.00 ,0
ANAT,12/31/08,$15.24 ,$3.14 ,4.85
ANAT,3/31/09,$0.00 ,$0.00 ,0
ANAT,6/30/09,$16.00 ,$3.26 ,4.91
ANAT,9/30/09,$16.33 ,$3.45 ,4.74
ANAT,12/31/09,$16.68 ,$3.47 ,4.8
ANAT,3/31/10,$17.01 ,$3.54 ,4.81
ANAT,6/30/10,$17.21 ,$3.49 ,4.94
ANAT,9/30/10,$17.68 ,$3.62 ,4.89
ANAT,12/31/10,$17.81 ,$3.64 ,4.9
ANAT,3/31/11,$18.49 ,$3.69 ,5.01
ANAT,6/30/11,$18.74 ,$3.70 ,5.06
ANAT,9/30/11,$18.65 ,$3.64 ,5.13
ANAT,12/31/11,$18.84 ,$3.65 ,5.16
ANAT,3/31/12,$18.97 ,$3.76 ,5.05
ANAT,6/30/12,$19.03 ,$3.75 ,5.08
ANAT,9/30/12,$19.21 ,$3.84 ,5.01
ANAT,12/31/12,$19.27 ,$3.84 ,5.02
ANAT,3/31/13,$19.25 ,$3.95 ,4.88
ANAT,6/30/13,$19.03 ,$3.93 ,4.84
ANAT,9/30/13,$19.08 ,$4.03 ,4.74
ANAT,12/31/13,$19.12 ,$4.20 ,4.55
ANAT,3/31/14,$19.12 ,$4.27 ,4.48
ANAT,6/30/14,$19.08 ,$4.38 ,4.36
ANAT,9/30/14,$19.05 ,$4.41 ,4.32
ANAT,12/31/14,$19.11 ,$4.44 ,4.3
ANAT,3/31/15,$19.01 ,$4.53 ,4.19
ANAT,6/30/15,$18.82 ,$4.50 ,4.19
ANAT,9/30/15,$18.99 ,$4.45 ,4.27
ANAT,12/31/15,$19.30 ,$4.46 ,4.33
ANAT,3/31/16,$19.44 ,$4.53 ,4.3
ANAT,6/30/16,$19.67 ,$4.62 ,4.26
ANAT,9/30/16,$19.92 ,$4.68 ,4.25
ANAT,12/31/16,$19.87 ,$4.66 ,4.26
ANAT,3/31/17,$20.11 ,$4.74 ,4.25
ANAT,6/30/17,$20.65 ,$4.80 ,4.3
ANAT,9/30/17,$21.05 ,$4.88 ,4.31
ANAT,12/31/17,$21.13 ,$5.26 ,4.02
ANAT,3/31/18,$21.24 ,$5.22 ,4.07
ANAT,6/30/18,$21.59 ,$5.24 ,4.12
ANAT,9/30/18,$21.92 ,$5.38 ,4.07
ANAT,12/31/18,$21.64 ,$5.27 ,4.11
ANAT,3/31/19,$22.37 ,$5.59 ,4
ANAT,6/30/19,$22.62 ,$5.77 ,3.92
ANAT,9/30/19,$22.69 ,$5.83 ,3.89
ANAT,12/31/19,$22.60 ,$6.00 ,3.77
ANAT,3/31/20,$22.23 ,$5.61 ,3.97
AON,3/31/05,$23.42 ,$5.14 ,4.55
AON,6/30/05,$22.64 ,$5.25 ,4.31
AON,9/30/05,$21.89 ,$5.33 ,4.11
AON,12/31/05,$22.52 ,$5.32 ,4.24
AON,3/31/06,$23.31 ,$5.31 ,4.39
AON,6/30/06,$24.71 ,$5.39 ,4.58
AON,9/30/06,$23.31 ,$5.37 ,4.34
AON,12/31/06,$19.17 ,$5.22 ,3.67
AON,3/31/07,$19.33 ,$5.26 ,3.68
AON,6/30/07,$19.45 ,$5.34 ,3.64
AON,9/30/07,$18.21 ,$5.62 ,3.24
AON,12/31/07,$18.71 ,$6.22 ,3.01
AON,3/31/08,$20.06 ,$6.45 ,3.11
AON,6/30/08,$17.62 ,$6.46 ,2.73
AON,9/30/08,$14.77 ,$5.95 ,2.48
AON,12/31/08,$17.53 ,$5.42 ,3.24
AON,3/31/09,$17.45 ,$5.66 ,3.08
AON,6/30/09,$18.43 ,$6.01 ,3.07
AON,9/30/09,$15.51 ,$6.13 ,2.53
AON,12/31/09,$17.53 ,$5.43 ,3.23
AON,3/31/10,$17.50 ,$5.46 ,3.21
AON,6/30/10,$18.48 ,$5.48 ,3.37
AON,9/30/10,$17.51 ,$5.84 ,3
AON,12/31/10,$20.68 ,$8.31 ,2.49
AON,3/31/11,$21.32 ,$8.49 ,2.51
AON,6/30/11,$22.03 ,$8.47 ,2.6
AON,9/30/11,$20.47 ,$8.28 ,2.47
AON,12/31/11,$21.43 ,$8.12 ,2.64
AON,3/31/12,$21.86 ,$8.42 ,2.6
AON,6/30/12,$22.60 ,$8.21 ,2.75
AON,9/30/12,$21.15 ,$8.36 ,2.53
AON,12/31/12,$22.68 ,$7.81 ,2.91
AON,3/31/13,$22.40 ,$7.63 ,2.93
AON,6/30/13,$22.44 ,$7.62 ,2.95
AON,9/30/13,$21.72 ,$7.59 ,2.86
AON,12/31/13,$22.06 ,$8.20 ,2.69
AON,3/31/14,$22.07 ,$8.01 ,2.76
AON,6/30/14,$24.02 ,$7.76 ,3.1
AON,9/30/14,$21.56 ,$7.27 ,2.96
AON,12/31/14,$23.14 ,$6.63 ,3.49
AON,3/31/15,$21.96 ,$6.43 ,3.41
AON,6/30/15,$22.75 ,$6.46 ,3.52
AON,9/30/15,$21.26 ,$5.94 ,3.58
AON,12/31/15,$20.82 ,$6.06 ,3.44
AON,3/31/16,$21.47 ,$5.35 ,4.02
AON,6/30/16,$21.13 ,$5.56 ,3.8
AON,9/30/16,$19.76 ,$5.49 ,3.6
AON,12/31/16,$21.08 ,$5.53 ,3.81
AON,3/31/17,$21.16 ,$5.83 ,3.63
AON,6/30/17,$21.64 ,$5.55 ,3.9
AON,9/30/17,$20.68 ,$5.25 ,3.94
AON,12/31/17,$21.44 ,$4.65 ,4.61
AON,3/31/18,$22.46 ,$5.39 ,4.17
AON,6/30/18,$22.60 ,$4.62 ,4.89
AON,9/30/18,$21.27 ,$4.33 ,4.92
AON,12/31/18,$22.20 ,$4.22 ,5.26
AON,3/31/19,$24.27 ,$4.86 ,4.99
AON,6/30/19,$25.89 ,$3.91 ,6.62
AON,9/30/19,$24.61 ,$3.56 ,6.91
AON,12/31/19,$25.96 ,$3.45 ,7.53
AON,3/31/20,$27.02 ,$3.26 ,8.29
AON,6/30/20,$28.30 ,$3.70 ,7.66
AON,9/30/20,$27.74 ,$3.62 ,7.66
AON,12/31/20,$28.53 ,$3.58 ,7.96
APO,12/31/09,$0.00 ,$0.00 ,0
APO,3/31/10,$0.00 ,$0.00 ,0
APO,6/30/10,$0.00 ,$0.00 ,0
APO,9/30/10,$0.00 ,$0.00 ,0
APO,12/31/10,$3.47 ,$3.08 ,1.13
APO,3/31/11,$3.27 ,$3.25 ,1.01
APO,6/30/11,$3.69 ,$3.71 ,1
APO,9/30/11,$3.18 ,$2.15 ,1.48
APO,12/31/11,$5.33 ,$2.65 ,2.01
APO,3/31/12,$6.12 ,$2.99 ,2.05
APO,6/30/12,$14.31 ,$4.92 ,2.91
APO,9/30/12,$14.58 ,$4.99 ,2.92
APO,12/31/12,$14.93 ,$5.70 ,2.62
APO,3/31/13,$15.11 ,$6.18 ,2.45
APO,6/30/13,$14.38 ,$6.24 ,2.31
APO,9/30/13,$15.76 ,$6.39 ,2.47
APO,12/31/13,$15.79 ,$6.69 ,2.36
APO,3/31/14,$16.13 ,$6.79 ,2.38
APO,6/30/14,$15.78 ,$6.67 ,2.37
APO,9/30/14,$17.93 ,$6.17 ,2.91
APO,12/31/14,$17.23 ,$5.94 ,2.9
APO,3/31/15,$17.85 ,$5.80 ,3.08
APO,6/30/15,$3.30 ,$1.60 ,2.07
APO,9/30/15,$3.30 ,$1.52 ,2.17
APO,12/31/15,$3.17 ,$1.39 ,2.28
APO,3/31/16,$3.17 ,$1.19 ,2.67
APO,6/30/16,$3.65 ,$1.52 ,2.41
APO,9/30/16,$3.88 ,$1.61 ,2.41
APO,12/31/16,$3.76 ,$1.87 ,2.01
APO,3/31/17,$3.91 ,$2.35 ,1.67
APO,6/30/17,$3.87 ,$2.35 ,1.64
APO,9/30/17,$4.27 ,$2.59 ,1.65
APO,12/31/17,$4.09 ,$2.90 ,1.41
APO,3/31/18,$4.04 ,$2.91 ,1.39
APO,6/30/18,$3.82 ,$2.82 ,1.35
APO,9/30/18,$3.98 ,$2.99 ,1.33
APO,12/31/18,$3.54 ,$2.45 ,1.44
APO,3/31/19,$4.28 ,$2.44 ,1.75
APO,6/30/19,$4.81 ,$2.54 ,1.89
APO,9/30/19,$5.22 ,$2.84 ,1.84
APO,12/31/19,$5.50 ,$3.04 ,1.81
APO,3/31/20,$12.82 ,$3.50 ,3.67
APO,6/30/20,$13.72 ,$4.24 ,3.23
APO,9/30/20,$14.44 ,$4.19 ,3.45
APO,12/31/20,$18.16 ,$5.51 ,3.29
ARCC,3/31/05,$0.01 ,$0.35 ,0.04
ARCC,6/30/05,$0.01 ,$0.35 ,0.04
ARCC,9/30/05,$0.09 ,$0.35 ,0.26
ARCC,12/31/05,$0.04 ,$0.57 ,0.08
ARCC,3/31/06,$0.21 ,$0.57 ,0.36
ARCC,6/30/06,$0.37 ,$0.58 ,0.63
ARCC,9/30/06,$0.38 ,$0.74 ,0.52
ARCC,12/31/06,$0.56 ,$0.79 ,0.71
ARCC,3/31/07,$0.69 ,$0.83 ,0.83
ARCC,6/30/07,$0.60 ,$1.11 ,0.54
ARCC,9/30/07,$0.55 ,$1.14 ,0.48
ARCC,12/31/07,$0.71 ,$1.13 ,0.63
ARCC,3/31/08,$0.89 ,$1.11 ,0.81
ARCC,6/30/08,$0.87 ,$1.33 ,0.66
ARCC,9/30/08,$0.94 ,$1.25 ,0.75
ARCC,12/31/08,$1.00 ,$1.10 ,0.91
ARCC,3/31/09,$0.96 ,$1.09 ,0.88
ARCC,6/30/09,$0.96 ,$1.09 ,0.88
ARCC,9/30/09,$0.84 ,$1.22 ,0.69
ARCC,12/31/09,$1.06 ,$1.26 ,0.84
ARCC,3/31/10,$0.81 ,$1.57 ,0.52
ARCC,6/30/10,$1.36 ,$2.71 ,0.5
ARCC,9/30/10,$1.65 ,$2.78 ,0.6
ARCC,12/31/10,$1.51 ,$3.05 ,0.5
ARCC,3/31/11,$1.54 ,$3.16 ,0.49
ARCC,6/30/11,$1.78 ,$3.13 ,0.57
ARCC,9/30/11,$1.94 ,$3.10 ,0.63
ARCC,12/31/11,$2.24 ,$3.15 ,0.71
ARCC,3/31/12,$2.18 ,$3.43 ,0.63
ARCC,6/30/12,$2.36 ,$3.45 ,0.69
ARCC,9/30/12,$2.39 ,$3.91 ,0.61
ARCC,12/31/12,$2.41 ,$3.99 ,0.61
ARCC,3/31/13,$2.37 ,$3.98 ,0.6
ARCC,6/30/13,$2.78 ,$4.35 ,0.64
ARCC,9/30/13,$3.36 ,$4.39 ,0.77
ARCC,12/31/13,$3.24 ,$4.90 ,0.66
ARCC,3/31/14,$3.30 ,$4.90 ,0.67
ARCC,6/30/14,$3.63 ,$4.93 ,0.74
ARCC,9/30/14,$3.95 ,$5.25 ,0.75
ARCC,12/31/14,$4.21 ,$5.28 ,0.8
ARCC,3/31/15,$3.66 ,$5.26 ,0.7
ARCC,6/30/15,$3.84 ,$5.28 ,0.73
ARCC,9/30/15,$3.89 ,$5.28 ,0.74
ARCC,12/31/15,$4.33 ,$5.17 ,0.84
ARCC,3/31/16,$4.19 ,$5.18 ,0.81
ARCC,6/30/16,$3.99 ,$5.22 ,0.77
ARCC,9/30/16,$3.93 ,$5.21 ,0.75
ARCC,12/31/16,$4.08 ,$5.17 ,0.79
ARCC,3/31/17,$4.96 ,$7.04 ,0.7
ARCC,6/30/17,$5.28 ,$7.05 ,0.75
ARCC,9/30/17,$5.01 ,$7.03 ,0.71
ARCC,12/31/17,$5.25 ,$7.10 ,0.74
ARCC,3/31/18,$5.52 ,$7.18 ,0.77
ARCC,6/30/18,$5.03 ,$7.27 ,0.69
ARCC,9/30/18,$4.94 ,$7.31 ,0.68
ARCC,12/31/18,$5.60 ,$7.30 ,0.77
ARCC,3/31/19,$6.62 ,$7.34 ,0.9
ARCC,6/30/19,$6.48 ,$7.37 ,0.88
ARCC,9/30/19,$7.09 ,$7.37 ,0.96
ARCC,12/31/19,$7.44 ,$7.47 ,1
ARCC,3/31/20,$9.22 ,$6.58 ,1.4
ARCC,6/30/20,$7.83 ,$6.69 ,1.17
ARCC,9/30/20,$7.99 ,$6.96 ,1.15
ARCC,12/31/20,$9.02 ,$7.18 ,1.26
ARES,12/31/11,$0.00 ,$0.00 ,0
ARES,12/31/12,$17.50 ,$6.99 ,2.5
ARES,6/30/13,$0.00 ,$0.00 ,0
ARES,9/30/13,$0.00 ,$0.00 ,0
ARES,12/31/13,$0.00 ,,0
ARES,3/31/14,$0.00 ,$0.00 ,0
ARES,6/30/14,$15.80 ,$5.79 ,2.73
ARES,9/30/14,$16.35 ,$5.67 ,2.89
ARES,12/31/14,$15.94 ,$5.70 ,2.8
ARES,3/31/15,$15.75 ,$5.86 ,2.69
ARES,6/30/15,$14.72 ,$5.72 ,2.58
ARES,9/30/15,$3.76 ,$1.00 ,3.78
ARES,12/31/15,$3.35 ,$0.97 ,3.46
ARES,3/31/16,$3.40 ,$0.94 ,3.62
ARES,6/30/16,$3.38 ,$1.29 ,2.62
ARES,9/30/16,$3.97 ,$1.35 ,2.95
ARES,12/31/16,$4.45 ,$1.38 ,3.23
ARES,3/31/17,$4.54 ,$1.18 ,3.86
ARES,6/30/17,$5.00 ,$1.25 ,4
ARES,9/30/17,$6.64 ,$1.38 ,4.82
ARES,12/31/17,$7.10 ,$1.46 ,4.86
ARES,3/31/18,$7.00 ,$1.57 ,4.47
ARES,6/30/18,$8.61 ,$1.54 ,5.61
ARES,9/30/18,$8.93 ,$1.49 ,5.99
ARES,12/31/18,$8.76 ,$1.39 ,6.28
ARES,3/31/19,$9.01 ,$1.48 ,6.09
ARES,6/30/19,$9.38 ,$1.60 ,5.85
ARES,9/30/19,$9.75 ,$1.84 ,5.29
ARES,12/31/19,$10.16 ,$1.86 ,5.46
ARES,3/31/20,$11.24 ,$1.98 ,5.69
ARES,6/30/20,$11.72 ,$2.00 ,5.85
ARES,9/30/20,$12.56 ,$2.37 ,5.3
ARES,12/31/20,$12.70 ,$2.47 ,5.14
ASB,3/31/05,$18.48 ,$2.03 ,9.12
ASB,6/30/05,$18.74 ,$2.02 ,9.28
ASB,9/30/05,$18.68 ,$2.06 ,9.06
ASB,12/31/05,$19.78 ,$2.33 ,8.51
ASB,3/31/06,$19.27 ,$2.25 ,8.59
ASB,6/30/06,$18.85 ,$2.28 ,8.29
ASB,9/30/06,$18.66 ,$2.27 ,8.22
ASB,12/31/06,$18.62 ,$2.25 ,8.29
ASB,3/31/07,$18.27 ,$2.24 ,8.17
ASB,6/30/07,$18.62 ,$2.23 ,8.35
ASB,9/30/07,$18.65 ,$2.29 ,8.14
ASB,12/31/07,$19.26 ,$2.33 ,8.27
ASB,3/31/08,$19.52 ,$2.38 ,8.19
ASB,6/30/08,$19.95 ,$2.35 ,8.48
ASB,9/30/08,$20.12 ,$2.36 ,8.51
ASB,12/31/08,$21.32 ,$2.88 ,7.41
ASB,3/31/09,$21.45 ,$2.90 ,7.41
ASB,6/30/09,$21.14 ,$2.87 ,7.36
ASB,9/30/09,$19.96 ,$2.93 ,6.82
ASB,12/31/09,$20.14 ,$2.74 ,7.35
ASB,3/31/10,$19.93 ,$3.18 ,6.27
ASB,6/30/10,$19.57 ,$3.19 ,6.14
ASB,9/30/10,$19.32 ,$3.20 ,6.04
ASB,12/31/10,$18.63 ,$3.16 ,5.9
ASB,3/31/11,$18.28 ,$3.20 ,5.72
ASB,6/30/11,$19.05 ,$3.00 ,6.35
ASB,9/30/11,$19.05 ,$2.85 ,6.68
ASB,12/31/11,$19.06 ,$2.87 ,6.65
ASB,3/31/12,$19.01 ,$2.90 ,6.55
ASB,6/30/12,$19.17 ,$2.91 ,6.59
ASB,9/30/12,$19.79 ,$2.95 ,6.71
ASB,12/31/12,$20.55 ,$2.94 ,7
ASB,3/31/13,$20.34 ,$2.94 ,6.93
ASB,6/30/13,$20.74 ,$2.88 ,7.21
ASB,9/30/13,$20.82 ,$2.87 ,7.25
ASB,12/31/13,$21.34 ,$2.89 ,7.38
ASB,3/31/14,$21.91 ,$2.90 ,7.55
ASB,6/30/14,$22.80 ,$2.93 ,7.78
ASB,9/30/14,$22.78 ,$2.87 ,7.94
ASB,12/31/14,$24.02 ,$2.80 ,8.58
ASB,3/31/15,$24.19 ,$2.88 ,8.39
ASB,6/30/15,$24.28 ,$2.90 ,8.36
ASB,9/30/15,$24.51 ,$2.95 ,8.3
ASB,12/31/15,$24.78 ,$2.94 ,8.44
ASB,3/31/16,$25.20 ,$2.98 ,8.45
ASB,6/30/16,$26.01 ,$3.03 ,8.58
ASB,9/30/16,$26.06 ,$3.10 ,8.41
ASB,12/31/16,$26.05 ,$3.09 ,8.43
ASB,3/31/17,$25.97 ,$3.15 ,8.26
ASB,6/30/17,$26.58 ,$3.19 ,8.33
ASB,9/30/17,$26.86 ,$3.20 ,8.39
ASB,12/31/17,$27.25 ,$3.24 ,8.42
ASB,3/31/18,$29.65 ,$3.71 ,7.99
ASB,6/30/18,$29.88 ,$3.77 ,7.93
ASB,9/30/18,$29.69 ,$3.80 ,7.82
ASB,12/31/18,$29.83 ,$3.78 ,7.89
ASB,3/31/19,$29.87 ,$3.84 ,7.79
ASB,6/30/19,$29.37 ,$3.90 ,7.53
ASB,9/30/19,$28.68 ,$3.92 ,7.31
ASB,12/31/19,$28.46 ,$3.92 ,7.26
ASB,3/31/20,$30.12 ,$3.79 ,7.95
ASB,6/30/20,$31.48 ,$4.02 ,7.82
ASB,9/30/20,$30.65 ,$4.05 ,7.58
ASB,12/31/20,$29.33 ,$4.09 ,7.17
AXP,3/31/05,$173.44 ,$16.13 ,10.75
AXP,6/30/05,$178.58 ,$17.16 ,10.4
AXP,9/30/05,$98.92 ,$9.90 ,9.99
AXP,12/31/05,$103.41 ,$10.55 ,9.8
AXP,3/31/06,$99.46 ,$10.61 ,9.38
AXP,6/30/06,$106.81 ,$10.48 ,10.2
AXP,9/30/06,$110.18 ,$10.76 ,10.24
AXP,12/31/06,$117.82 ,$10.51 ,11.21
AXP,3/31/07,$115.87 ,$10.50 ,11.04
AXP,6/30/07,$123.74 ,$10.64 ,11.64
