Date,Shares
2020-12-31,459
2020-09-30,459
2020-06-30,457
2020-03-31,458
2019-12-31,470
2019-09-30,472
2019-06-30,473
2019-03-31,472
2018-12-31,483
2018-09-30,481
2018-06-30,488
2018-03-31,491
2017-12-31,489
2017-09-30,489
2017-06-30,488
2017-03-31,488
2016-12-31,510
2016-09-30,506
2016-06-30,517
2016-03-31,528
2015-12-31,548
2015-09-30,546
2015-06-30,552
2015-03-31,557
2014-12-31,572
2014-09-30,568
2014-06-30,578
2014-03-31,580
2013-12-31,588
2013-09-30,591
2013-06-30,589
2013-03-31,586
2012-12-31,567
2012-09-30,584
2012-06-30,583
2012-03-31,513
2011-12-31,459
2011-09-30,460
2011-06-30,462
2011-03-31,460
2010-12-31,456
2010-09-30,457
2010-06-30,456
2010-03-31,455
2009-12-31,431
2009-09-30,453
2009-06-30,422
2009-03-31,390
2008-12-31,378
2008-09-30,374
2008-06-30,374
2008-03-31,372
2007-12-31,396
2007-09-30,391
2007-06-30,397
2007-03-31,416
2006-12-31,317
2006-09-30,310
2006-06-30,310
2006-03-31,309
2005-12-31,269
2005-09-30,271
2005-06-30,262
2005-03-31,255
