Date,EBITDA
2020-12-31,"$1,349"
2020-09-30,$647
2020-06-30,"$1,179"
2020-03-31,"$-1,541"
2019-12-31,$812
2019-09-30,$326
2019-06-30,$560
2019-03-31,$899
2018-12-31,$-553
2018-09-30,$648
2018-06-30,$291
2018-03-31,$-19
2017-12-31,$226
2017-09-30,$155
2017-06-30,$154
2017-03-31,$303
2016-12-31,$156
2016-09-30,$276
2016-06-30,$191
2016-03-31,$290
2015-12-31,$242
2015-09-30,$269
2015-06-30,$274
2015-03-31,$201
2014-12-31,$262
2014-09-30,$285
2014-06-30,$132
2014-03-31,$146
2013-12-31,$201
2013-09-30,$205
2013-06-30,$173
2013-03-31,$239
2012-12-31,$298
2012-09-30,$176
2012-06-30,$53
2012-03-31,$137
2011-12-31,$204
2011-09-30,$39
2011-06-30,$-73
2011-03-31,$99
2010-12-31,$196
2010-09-30,$247
2010-06-30,$41
2010-03-31,$109
2009-12-31,$384
2009-09-30,$265
2009-06-30,$-30
2009-03-31,$56
2008-12-31,$218
2008-09-30,$378
2008-06-30,$88
2008-03-31,$-59
2007-12-31,$219
2007-09-30,$201
2007-06-30,$549
2007-03-31,$311
2006-12-31,$218
2006-09-30,$190
2006-06-30,$210
2006-03-31,$879
2005-12-31,$305
2005-09-30,$189
2005-06-30,$253
2005-03-31,$232
