Date,EBIT
2020-12-31,"$1,330"
2020-09-30,$627
2020-06-30,"$1,159"
2020-03-31,"$-1,563"
2019-12-31,$794
2019-09-30,$308
2019-06-30,$543
2019-03-31,$880
2018-12-31,$-568
2018-09-30,$632
2018-06-30,$277
2018-03-31,$-37
2017-12-31,$211
2017-09-30,$142
2017-06-30,$141
2017-03-31,$289
2016-12-31,$142
2016-09-30,$266
2016-06-30,$179
2016-03-31,$278
2015-12-31,$229
2015-09-30,$257
2015-06-30,$261
2015-03-31,$187
2014-12-31,$249
2014-09-30,$272
2014-06-30,$120
2014-03-31,$133
2013-12-31,$181
2013-09-30,$195
2013-06-30,$162
2013-03-31,$230
2012-12-31,$286
2012-09-30,$166
2012-06-30,$42
2012-03-31,$126
2011-12-31,$200
2011-09-30,$24
2011-06-30,$-85
2011-03-31,$88
2010-12-31,$185
2010-09-30,$234
2010-06-30,$34
2010-03-31,$99
2009-12-31,$367
2009-09-30,$258
2009-06-30,$-36
2009-03-31,$48
2008-12-31,$213
2008-09-30,$370
2008-06-30,$77
2008-03-31,$-67
2007-12-31,$209
2007-09-30,$191
2007-06-30,$540
2007-03-31,$304
2006-12-31,$206
2006-09-30,$180
2006-06-30,$202
2006-03-31,$871
2005-12-31,$294
2005-09-30,$181
2005-06-30,$246
2005-03-31,$225
