Date,Shares
2020-12-31,162
2020-09-30,162
2020-06-30,162
2020-03-31,162
2019-12-31,165
2019-09-30,166
2019-06-30,165
2019-03-31,165
2018-12-31,165
2018-09-30,164
2018-06-30,165
2018-03-31,164
2017-12-31,166
2017-09-30,166
2017-06-30,166
2017-03-31,167
2016-12-31,167
2016-09-30,167
2016-06-30,167
2016-03-31,166
2015-12-31,166
2015-09-30,166
2015-06-30,166
2015-03-31,166
2014-12-31,165
2014-09-30,165
2014-06-30,165
2014-03-31,165
2013-12-31,165
2013-09-30,166
2013-06-30,165
2013-03-31,165
2012-12-31,164
2012-09-30,164
2012-06-30,164
2012-03-31,163
2011-12-31,163
2011-09-30,163
2011-06-30,163
2011-03-31,164
2010-12-31,163
2010-09-30,163
2010-06-30,163
2010-03-31,163
2009-12-31,163
2009-09-30,163
2009-06-30,163
2009-03-31,163
2008-12-31,163
2008-09-30,164
2008-06-30,165
2008-03-31,161
2007-12-31,172
2007-09-30,172
2007-06-30,173
2007-03-31,174
2006-12-31,175
2006-09-30,175
2006-06-30,175
2006-03-31,176
2005-12-31,177
2005-09-30,177
2005-06-30,177
2005-03-31,178
