Date,EBIT
2020-12-31,$216
2020-09-30,$165
2020-06-30,$153
2020-03-31,$-45
2019-12-31,$143
2019-09-30,$140
2019-06-30,$119
2019-03-31,$158
2018-12-31,$41
2018-09-30,$134
2018-06-30,$111
2018-03-31,$70
2017-12-31,$50
2017-09-30,$94
2017-06-30,$123
2017-03-31,$71
2016-12-31,$-148
2016-09-30,$137
2016-06-30,$95
2016-03-31,$123
2015-12-31,$131
2015-09-30,$131
2015-06-30,$169
2015-03-31,$93
2014-12-31,$140
2014-09-30,$92
2014-06-30,$124
2014-03-31,$88
2013-12-31,$105
2013-09-30,$103
2013-06-30,$83
2013-03-31,$104
2012-12-31,$-91
2012-09-30,$68
2012-06-30,$27
2012-03-31,$87
2011-12-31,$80
2011-09-30,$-2
2011-06-30,$-49
2011-03-31,$48
2010-12-31,$82
2010-09-30,$85
2010-06-30,$15
2010-03-31,$69
2009-12-31,$109
2009-09-30,$67
2009-06-30,$62
2009-03-31,$33
2008-12-31,$51
2008-09-30,$-49
2008-06-30,$77
2008-03-31,$86
2007-12-31,$85
2007-09-30,$78
2007-06-30,$87
2007-03-31,$92
2006-12-31,$64
2006-09-30,$43
2006-06-30,$78
2006-03-31,$85
2005-12-31,$83
2005-09-30,$-141
2005-06-30,$76
2005-03-31,$53
