Date,EBITDA
2020-12-31,$221
2020-09-30,$170
2020-06-30,$158
2020-03-31,$-38
2019-12-31,$151
2019-09-30,$147
2019-06-30,$127
2019-03-31,$168
2018-12-31,$47
2018-09-30,$143
2018-06-30,$121
2018-03-31,$80
2017-12-31,$61
2017-09-30,$105
2017-06-30,$135
2017-03-31,$82
2016-12-31,$-140
2016-09-30,$148
2016-06-30,$105
2016-03-31,$134
2015-12-31,$141
2015-09-30,$140
2015-06-30,$183
2015-03-31,$104
2014-12-31,$163
2014-09-30,$103
2014-06-30,$135
2014-03-31,$100
2013-12-31,$117
2013-09-30,$114
2013-06-30,$99
2013-03-31,$115
2012-12-31,$-79
2012-09-30,$79
2012-06-30,$38
2012-03-31,$98
2011-12-31,$97
2011-09-30,$5
2011-06-30,$-44
2011-03-31,$55
2010-12-31,$89
2010-09-30,$92
2010-06-30,$21
2010-03-31,$75
2009-12-31,$81
2009-09-30,$76
2009-06-30,$70
2009-03-31,$41
2008-12-31,$52
2008-09-30,$-45
2008-06-30,$80
2008-03-31,$89
2007-12-31,$93
2007-09-30,$82
2007-06-30,$91
2007-03-31,$97
2006-12-31,$69
2006-09-30,$49
2006-06-30,$84
2006-03-31,$91
2005-12-31,$90
2005-09-30,$-133
2005-06-30,$84
2005-03-31,$62
