Date,Shares
2020-12-31,204
2020-09-30,204
2020-06-30,204
2020-03-31,203
2019-12-31,210
2019-09-30,208
2019-06-30,211
2019-03-31,214
2018-12-31,220
2018-09-30,219
2018-06-30,221
2018-03-31,223
2017-12-31,227
2017-09-30,226
2017-06-30,228
2017-03-31,230
2016-12-31,236
2016-09-30,234
2016-06-30,237
2016-03-31,240
2015-12-31,248
2015-09-30,246
2015-06-30,249
2015-03-31,252
2014-12-31,257
2014-09-30,255
2014-06-30,258
2014-03-31,261
2013-12-31,266
2013-09-30,264
2013-06-30,267
2013-03-31,270
2012-12-31,282
2012-09-30,279
2012-06-30,284
2012-03-31,291
2011-12-31,304
2011-09-30,299
2011-06-30,307
2011-03-31,314
2010-12-31,327
2010-09-30,324
2010-06-30,333
2010-03-31,334
2009-12-31,332
2009-09-30,333
2009-06-30,332
2009-03-31,331
2008-12-31,342
2008-09-30,338
2008-06-30,346
2008-03-31,351
2007-12-31,356
2007-09-30,361
2007-06-30,355
2007-03-31,346
2006-12-31,334
2006-09-30,341
2006-06-30,330
2006-03-31,320
2005-12-31,313
2005-09-30,315
2005-06-30,309
2005-03-31,308
