Date,EBITDA
2020-12-31,$179
2020-09-30,$399
2020-06-30,$412
2020-03-31,$276
2019-12-31,$488
2019-09-30,$337
2019-06-30,$422
2019-03-31,$423
2018-12-31,$378
2018-09-30,$-310
2018-06-30,$422
2018-03-31,$406
2017-12-31,$410
2017-09-30,$432
2017-06-30,$428
2017-03-31,$397
2016-12-31,$437
2016-09-30,$403
2016-06-30,$408
2016-03-31,$368
2015-12-31,$381
2015-09-30,$362
2015-06-30,$383
2015-03-31,$364
2014-12-31,$-394
2014-09-30,$379
2014-06-30,$425
2014-03-31,$389
2013-12-31,$380
2013-09-30,$342
2013-06-30,$370
2013-03-31,$362
2012-12-31,$382
2012-09-30,$379
2012-06-30,$352
2012-03-31,$366
2011-12-31,$-561
2011-09-30,$344
2011-06-30,$390
2011-03-31,$385
2010-12-31,$383
2010-09-30,$381
2010-06-30,$361
2010-03-31,$413
2009-12-31,$350
2009-09-30,$381
2009-06-30,$460
2009-03-31,$301
2008-12-31,$106
2008-09-30,$213
2008-06-30,$426
2008-03-31,$305
2007-12-31,$351
2007-09-30,$339
2007-06-30,$293
2007-03-31,$323
2006-12-31,$357
2006-09-30,$-35
2006-06-30,$254
2006-03-31,$180
2005-12-31,$242
2005-09-30,$139
2005-06-30,$343
2005-03-31,$251
