Date,EBIT
2020-03-31,$-299
2019-12-31,$221
2019-09-30,$84
2019-06-30,$104
2019-03-31,$285
2018-12-31,$-164
2018-09-30,$183
2018-06-30,$101
2018-03-31,$21
2017-12-31,$148
2017-09-30,$93
2017-06-30,$42
2017-03-31,$45
2016-12-31,$99
2016-09-30,$48
2016-06-30,$40
2016-03-31,$24
2015-12-31,$81
2015-09-30,$47
2015-06-30,$49
2015-03-31,$91
2014-12-31,$94
2014-09-30,$95
2014-06-30,$66
2014-03-31,$74
2013-12-31,$95
2013-09-30,$121
2013-06-30,$84
2013-03-31,$62
2012-12-31,$100
2012-09-30,$89
2012-06-30,$19
2012-03-31,$63
2011-12-31,$78
2011-09-30,$75
2011-06-30,$37
2011-03-31,$61
2010-12-31,$53
2010-09-30,$80
2010-06-30,$28
2010-03-31,$42
2009-12-31,$44
2009-09-30,$35
2009-06-30,$-13
2009-03-31,$-77
2008-12-31,$589
2008-09-30,$-184
2008-06-30,$-13
2008-03-31,$726
2007-12-31,$728
2007-09-30,$774
2007-06-30,$53
2007-03-31,$66
2006-12-31,$172
2006-09-30,$82
2006-06-30,$71
2006-03-31,$92
2005-12-31,$800
2005-09-30,$752
2005-06-30,$736
2005-03-31,$757
