Date,EBIT
2020-12-31,$409
2020-09-30,$66
2020-06-30,$254
2020-03-31,$356
2019-12-31,$373
2019-09-30,$301
2019-06-30,$375
2019-03-31,$380
2018-12-31,$412
2018-09-30,$388
2018-06-30,$503
2018-03-31,$556
2017-12-31,$581
2017-09-30,$558
2017-06-30,$564
2017-03-31,$556
2016-12-31,$587
2016-09-30,$579
2016-06-30,$595
2016-03-31,$537
2015-12-31,$654
2015-09-30,$718
2015-06-30,$770
2015-03-31,$758
2014-12-31,$782
2014-09-30,$835
2014-06-30,$787
2014-03-31,$786
2013-12-31,$813
2013-09-30,$735
2013-06-30,$772
2013-03-31,$729
2012-12-31,$685
2012-09-30,$623
2012-06-30,$643
2012-03-31,$617
2011-12-31,$632
2011-09-30,$688
2011-06-30,$683
2011-03-31,$629
2010-12-31,$659
2010-09-30,$509
2010-06-30,$522
2010-03-31,$461
2009-12-31,$467
2009-09-30,$385
2009-06-30,$326
2009-03-31,$223
2008-12-31,$268
2008-09-30,$412
2008-06-30,$532
2008-03-31,$519
2007-12-31,$636
2007-09-30,$541
2007-06-30,$519
2007-03-31,$499
2006-12-31,$508
2006-09-30,$427
2006-06-30,$452
2006-03-31,$350
2005-12-31,$405
2005-09-30,$369
2005-06-30,$346
2005-03-31,$273
