Date,EBITDA
2020-12-31,$508
2020-09-30,$143
2020-06-30,$295
2020-03-31,$401
2019-12-31,$420
2019-09-30,$353
2019-06-30,$421
2019-03-31,$419
2018-12-31,$454
2018-09-30,$426
2018-06-30,$544
2018-03-31,$595
2017-12-31,$621
2017-09-30,$595
2017-06-30,$605
2017-03-31,$593
2016-12-31,$624
2016-09-30,$618
2016-06-30,$636
2016-03-31,$575
2015-12-31,$699
2015-09-30,$769
2015-06-30,$821
2015-03-31,$811
2014-12-31,$837
2014-09-30,$888
2014-06-30,$840
2014-03-31,$844
2013-12-31,$872
2013-09-30,$793
2013-06-30,$830
2013-03-31,$790
2012-12-31,$739
2012-09-30,$672
2012-06-30,$697
2012-03-31,$673
2011-12-31,$685
2011-09-30,$750
2011-06-30,$741
2011-03-31,$691
2010-12-31,$722
2010-09-30,$576
2010-06-30,$591
2010-03-31,$526
2009-12-31,$533
2009-09-30,$436
2009-06-30,$367
2009-03-31,$266
2008-12-31,$315
2008-09-30,$470
2008-06-30,$584
2008-03-31,$572
2007-12-31,$688
2007-09-30,$573
2007-06-30,$578
2007-03-31,$555
2006-12-31,$561
2006-09-30,$481
2006-06-30,$505
2006-03-31,$404
2005-12-31,$458
2005-09-30,$434
2005-06-30,$395
2005-03-31,$323
