Date,Shares
2020-12-31,492
2020-09-30,492
2020-06-30,491
2020-03-31,492
2019-12-31,495
2019-09-30,504
2019-06-30,502
2019-03-31,505
2018-12-31,511
2018-09-30,538
2018-06-30,534
2018-03-31,546
2017-12-31,551
2017-09-30,559
2017-06-30,557
2017-03-31,561
2016-12-31,565
2016-09-30,584
2016-06-30,579
2016-03-31,587
2015-12-31,598
2015-09-30,615
2015-06-30,614
2015-03-31,618
2014-12-31,620
2014-09-30,625
2014-06-30,624
2014-03-31,627
2013-12-31,629
2013-09-30,634
2013-06-30,634
2013-03-31,635
2012-12-31,635
2012-09-30,643
2012-06-30,641
2012-03-31,645
2011-12-31,650
2011-09-30,666
2011-06-30,664
2011-03-31,668
2010-12-31,673
2010-09-30,682
2010-06-30,680
2010-03-31,685
2009-12-31,688
2009-09-30,694
2009-06-30,692
2009-03-31,696
2008-12-31,698
2008-09-30,715
2008-06-30,709
2008-03-31,715
2007-12-31,732
2007-09-30,756
2007-06-30,754
2007-03-31,765
2006-12-31,767
2006-09-30,785
2006-06-30,789
2006-03-31,796
2005-12-31,795
2005-09-30,788
2005-06-30,789
2005-03-31,790
