Date,EBIT
2020-12-31,$435
2020-09-30,$246
2020-06-30,$144
2020-03-31,$30
2019-12-31,$180
2019-09-30,$241
2019-06-30,$314
2019-03-31,$270
2018-12-31,$203
2018-09-30,$249
2018-06-30,$269
2018-03-31,$248
2017-12-31,$238
2017-09-30,$263
2017-06-30,$198
2017-03-31,$221
2016-12-31,$269
2016-09-30,$369
2016-06-30,$193
2016-03-31,$207
2015-12-31,$188
2015-09-30,$261
2015-06-30,$211
2015-03-31,$203
2014-12-31,$197
2014-09-30,$311
2014-06-30,$294
2014-03-31,$278
2013-12-31,$212
2013-09-30,$229
2013-06-30,$190
2013-03-31,$191
2012-12-31,$265
2012-09-30,$166
2012-06-30,$181
2012-03-31,$216
2011-12-31,$177
2011-09-30,$124
2011-06-30,$137
2011-03-31,$187
2010-12-31,$199
2010-09-30,$148
2010-06-30,$172
2010-03-31,$187
2009-12-31,$211
2009-09-30,$147
2009-06-30,$146
2009-03-31,$-34
2008-12-31,$44
2008-09-30,$-37
2008-06-30,$117
2008-03-31,$287
2007-12-31,$319
2007-09-30,$280
2007-06-30,$293
2007-03-31,$289
2006-12-31,$305
2006-09-30,$268
2006-06-30,$257
2006-03-31,$251
2005-12-31,$263
2005-09-30,$191
2005-06-30,$211
2005-03-31,$192
