Date,EBITDA
2020-09-30,$278
2020-06-30,$183
2020-03-31,$55
2019-12-31,$252
2019-09-30,$232
2019-06-30,$338
2019-03-31,$298
2018-12-31,$258
2018-09-30,$269
2018-06-30,$296
2018-03-31,$277
2017-12-31,$273
2017-09-30,$296
2017-06-30,$224
2017-03-31,$239
2016-12-31,$286
2016-09-30,$391
2016-06-30,$210
2016-03-31,$237
2015-12-31,$208
2015-09-30,$284
2015-06-30,$234
2015-03-31,$222
2014-12-31,$223
2014-09-30,$324
2014-06-30,$319
2014-03-31,$303
2013-12-31,$235
2013-09-30,$258
2013-06-30,$220
2013-03-31,$212
2012-12-31,$303
2012-09-30,$184
2012-06-30,$206
2012-03-31,$238
2011-12-31,$208
2011-09-30,$148
2011-06-30,$148
2011-03-31,$209
2010-12-31,$218
2010-09-30,$170
2010-06-30,$194
2010-03-31,$207
2009-12-31,$234
2009-09-30,$156
2009-06-30,$170
2009-03-31,$-11
2008-12-31,$67
2008-09-30,$-18
2008-06-30,$121
2008-03-31,$324
2007-12-31,$331
2007-09-30,$300
2007-06-30,$314
2007-03-31,$309
2006-12-31,$320
2006-09-30,$285
2006-06-30,$273
2006-03-31,$269
2005-12-31,$285
2005-09-30,$200
2005-06-30,$227
2005-03-31,$207
