Date,Shares
2020-12-31,143
2020-09-30,142
2020-06-30,142
2020-03-31,145
2019-12-31,146
2019-09-30,146
2019-06-30,146
2019-03-31,146
2018-12-31,146
2018-09-30,146
2018-06-30,146
2018-03-31,146
2017-12-31,146
2017-09-30,146
2017-06-30,146
2017-03-31,146
2016-12-31,145
2016-09-30,145
2016-06-30,145
2016-03-31,145
2015-12-31,145
2015-09-30,145
2015-06-30,144
2015-03-31,144
2014-12-31,144
2014-09-30,144
2014-06-30,144
2014-03-31,143
2013-12-31,140
2013-09-30,137
2013-06-30,138
2013-03-31,144
2012-12-31,147
2012-09-30,145
2012-06-30,148
2012-03-31,152
2011-12-31,153
2011-09-30,153
2011-06-30,153
2011-03-31,153
2010-12-31,147
2010-09-30,147
2010-06-30,147
2010-03-31,147
2009-12-31,85
2009-09-30,87
2009-06-30,63
2009-03-31,63
2008-12-31,63
2008-09-30,63
2008-06-30,63
2008-03-31,63
2007-12-31,62
2007-09-30,62
2007-06-30,61
2007-03-31,62
2006-12-31,61
2006-09-30,62
2006-06-30,62
2006-03-31,58
2005-12-31,55
2005-09-30,55
2005-06-30,54
2005-03-31,54
