Date,Shares
2020-12-31,209
2020-09-30,209
2020-06-30,209
2020-03-31,210
2019-12-31,216
2019-09-30,214
2019-06-30,217
2019-03-31,219
2018-12-31,224
2018-09-30,224
2018-06-30,226
2018-03-31,227
2017-12-31,230
2017-09-30,229
2017-06-30,231
2017-03-31,231
2016-12-31,229
2016-09-30,228
2016-06-30,229
2016-03-31,230
2015-12-31,234
2015-09-30,234
2015-06-30,235
2015-03-31,235
2014-12-31,238
2014-09-30,238
2014-06-30,238
2014-03-31,239
2013-12-31,241
2013-09-30,241
2013-06-30,241
2013-03-31,240
2012-12-31,241
2012-09-30,241
2012-06-30,241
2012-03-31,242
2011-12-31,242
2011-09-30,241
2011-06-30,242
2011-03-31,243
2010-12-31,243
2010-09-30,242
2010-06-30,243
2010-03-31,243
2009-12-31,236
2009-09-30,243
2009-06-30,236
2009-03-31,224
2008-12-31,224
2008-09-30,222
2008-06-30,224
2008-03-31,224
2007-12-31,223
2007-09-30,224
2007-06-30,224
2007-03-31,223
2006-12-31,222
2006-09-30,222
2006-06-30,222
2006-03-31,221
2005-12-31,222
2005-09-30,222
2005-06-30,221
2005-03-31,222
