Date,EPS
2020-12-31,$0.89
2020-09-30,$0.79
2020-06-30,$0.67
2020-03-31,$0.73
2019-12-31,$0.70
2019-09-30,$0.95
2019-06-30,$1.09
2019-03-31,$0.97
2018-12-31,$0.97
2018-09-30,$1.01
2018-06-30,$0.99
2018-03-31,$0.94
2017-12-31,$0.77
2017-09-30,$0.74
2017-06-30,$0.77
2017-03-31,$0.46
2016-12-31,$0.71
2016-09-30,$0.73
2016-06-30,$0.66
2016-03-31,$0.67
2015-12-31,$0.63
2015-09-30,$0.64
2015-06-30,$0.62
2015-03-31,$0.67
2014-12-31,$0.76
2014-09-30,$0.70
2014-06-30,$0.58
2014-03-31,$0.68
2013-12-31,$0.76
2013-09-30,$0.37
2013-06-30,$0.77
2013-03-31,$0.29
2012-12-31,$0.71
2012-09-30,$0.66
2012-06-30,$0.72
2012-03-31,$0.61
2011-12-31,$0.55
2011-09-30,$0.52
2011-06-30,$0.44
2011-03-31,$0.32
2010-12-31,$0.29
2010-09-30,$0.30
2010-06-30,$0.30
2010-03-31,$0.27
2009-12-31,$0.24
2009-09-30,$0.23
2009-06-30,$0.20
2009-03-31,$0.48
2008-12-31,$0.50
2008-09-30,$0.65
2008-06-30,$0.78
2008-03-31,$0.78
2007-12-31,$0.74
2007-09-30,$0.80
2007-06-30,$0.83
2007-03-31,$0.77
2006-12-31,$0.46
2006-09-30,$0.77
2006-06-30,$0.79
2006-03-31,$0.79
2005-12-31,$0.79
2005-09-30,$0.80
2005-06-30,$0.70
2005-03-31,$0.71
