Date,EBIT
2020-12-31,$318
2020-09-30,$326
2020-06-30,$315
2020-03-31,$275
2019-12-31,$260
2019-09-30,$226
2019-06-30,$256
2019-03-31,$275
2018-12-31,$240
2018-09-30,$246
2018-06-30,$269
2018-03-31,$273
2017-12-31,$241
2017-09-30,$262
2017-06-30,$242
2017-03-31,$246
2016-12-31,$210
2016-09-30,$233
2016-06-30,$174
2016-03-31,$219
2015-12-31,$245
2015-09-30,$231
2015-06-30,$217
2015-03-31,$27
2014-12-31,$172
2014-09-30,$207
2014-06-30,$191
2014-03-31,$184
2013-12-31,$237
2013-09-30,$202
2013-06-30,$159
2013-03-31,$90
2012-12-31,$174
2012-09-30,$170
2012-06-30,$175
2012-03-31,$171
2011-12-31,$160
2011-09-30,$195
2011-06-30,$158
2011-03-31,$183
2010-12-31,$175
2010-09-30,$165
2010-06-30,$179
2010-03-31,$112
2009-12-31,$147
2009-09-30,$131
2009-06-30,$159
2009-03-31,$166
2008-12-31,$180
2008-09-30,$172
2008-06-30,$155
2008-03-31,$133
2007-12-31,$101
2007-09-30,$84
2007-06-30,$99
2007-03-31,$81
2006-12-31,$74
2006-09-30,$68
2006-06-30,$36
2006-03-31,$42
2005-12-31,$33
2005-09-30,$31
2005-06-30,$26
2005-03-31,$23
