Date,Shares
2020-12-31,167
2020-09-30,167
2020-06-30,166
2020-03-31,167
2019-12-31,167
2019-09-30,167
2019-06-30,167
2019-03-31,167
2018-12-31,168
2018-09-30,167
2018-06-30,167
2018-03-31,169
2017-12-31,170
2017-09-30,170
2017-06-30,168
2017-03-31,170
2016-12-31,169
2016-09-30,169
2016-06-30,168
2016-03-31,168
2015-12-31,171
2015-09-30,171
2015-06-30,172
2015-03-31,173
2014-12-31,173
2014-09-30,173
2014-06-30,172
2014-03-31,174
2013-12-31,171
2013-09-30,172
2013-06-30,170
2013-03-31,170
2012-12-31,173
2012-09-30,171
2012-06-30,173
2012-03-31,178
2011-12-31,180
2011-09-30,181
2011-06-30,181
2011-03-31,181
2010-12-31,207
2010-09-30,204
2010-06-30,209
2010-03-31,215
2009-12-31,215
2009-09-30,215
2009-06-30,214
2009-03-31,214
2008-12-31,205
2008-09-30,214
2008-06-30,214
2008-03-31,176
2007-12-31,153
2007-09-30,152
2007-06-30,152
2007-03-31,152
2006-12-31,144
2006-09-30,151
2006-06-30,145
2006-03-31,128
2005-12-31,112
2005-09-30,119
2005-06-30,110
2005-03-31,93
